Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irreversibel [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C]
178.5,-6.7,6700,143.16239316239316,-2725.4273504273524,36.48101512684845,0.010923329744032106,0.17355811894586895,6.553534047053406,0.013793001191205793,11.399048662835288,0,0,49.64138902349848,293.15,293.15,3.6202939365418536,0.0021952756666666668,0.0016568692731566271,0.0012233684978646617,9517.466518853584,7266.873764552596
179.0,-7.3,7300,155.98290598290598,-2653.8461538461556,36.83608058608058,0.018025994018551032,0.3142809180911681,10.745185972523148,0.02283664260330289,19.102771951669435,0,0,51.70404359222167,293.15,293.15,3.622090567765568,0.0021952756666666668,0.0016667846181318679,0.001210013361568987,9616.733512622099,7284.86118010531
179.5,-6.7,6700,143.16239316239316,-2575.8547008547025,37.22294295210961,0.025493313376266015,0.34242547792022787,15.10711957738543,0.03220627055022186,27.244799028603225,0,0,52.31425099139707,293.15,293.15,3.6240480913376745,0.0021952756666666663,0.0016775879044481751,0.0011954622429184757,9724.890087922118,7304.459408991104
180.0,0.0,0,-0.0,-2504.2735042735058,37.57800841134174,0.03201068033814336,0.3142809180911681,18.969255525333494,0.040121493214949885,33.940658160472644,0,0,52.15935158467346,293.15,293.15,3.6258447225613892,0.0021952756666666668,0.001687503249423416,0.0011821071066228012,9824.157081690635,7322.44682454382
180.5,-6.4,6400,136.75213675213675,-2504.2735042735058,37.57800841134174,0.031045240994716804,-0.0,18.294463901005653,0.037803916933842024,32.3290017346061,0,0,48.031020446369325,293.15,293.15,3.6258447225613892,0.0021952756666666668,0.001687503249423416,0.0011821071066228012,9824.157081690635,7322.44682454382
181.0,-2.0,2000,42.73504273504273,-2435.8974358974374,37.91717541717541,0.03701650423920864,0.3002086381766382,21.775254165797527,0.044917569230666074,38.54383192142168,0,0,52.12614705034647,293.15,293.15,3.6275609076109077,0.0021952756666666668,0.0016969746237281234,0.0011693499615045453,9918.979284693392,7339.628833429996
181.5,-3.7,3700,79.05982905982906,-2414.529914529916,38.02316510649843,0.0380699069754876,0.09381519943019943,22.323022318219834,0.0452028797707848,39.03570220931833,0,0,49.4674076209996,293.15,293.15,3.628097215438882,0.0021952756666666668,0.0016999344281983446,0.00116536335365509,9948.611223131753,7344.998211206925
182.0,-3.5,3500,74.78632478632478,-2375.0000000000014,38.219246031746025,0.04090577452230237,0.17355811894586892,23.913258650757708,0.04792378386917711,41.63623138977355,0,0,50.58920180935378,293.15,293.15,3.629089384920635,0.0021952756666666663,0.0017054100664682537,0.0011579881291335981,10003.430309242724,7354.931560094245
182.5,-4.0,4000,85.47008547008546,-2337.606837606839,38.40472798806132,0.043435442257067004,0.16417659900284898,25.304518545957077,0.05017450474460358,43.895731720509524,0,0,50.541588105113426,293.15,293.15,3.6300279236195903,0.0021952756666666663,0.001710589724291141,0.0011510115653970516,10055.286201509858,7364.327971203872
183.0,0.0,0,-0.0,-2294.871794871796,38.61670736670736,0.0464096510185963,0.18763039886039887,27.037226142675998,0.052993079497204706,46.36159365186595,0,0,50.935737692472614,293.15,293.15,3.6311005392755393,0.0021952756666666668,0.001716509333231583,0.0011430383496981418,10114.550078386583,7375.066726757732
183.5,-7.8,7800,166.66666666666666,-2294.871794871796,38.61670736670736,0.04507309991483288,-0.0,26.083176333851892,0.0498499490436415,44.21318454304493,0,0,48.438306647042175,293.15,293.15,3.6311005392755393,0.0021952756666666668,0.001716509333231583,0.0011430383496981418,10114.550078386583,7375.066726757732
184.0,2.1,-2100,-44.87179487179487,-2211.5384615384623,39.03006715506715,0.05194416125204135,0.3658792777777777,30.11352129970633,0.05812829958841237,51.36476607794284,0,0,53.41887041949733,293.15,293.15,3.63319213980464,0.0021952756666666663,0.0017280525706654458,0.0011274905790852668,10230.114638296196,7396.00730008776
184.5,-1.8,1800,38.46153846153846,-2233.97435897436,38.91877798127798,0.0482680504538027,-0.09850595940170938,27.93922793273016,0.051617355747494036,45.75647436572689,0,0,47.242110024003104,293.15,293.15,3.6326290165852666,0.0021952756666666663,0.001724944775971713,0.0011316765173271944,10199.001102935912,7390.369453421981
185.0,-2.6,2600,55.55555555555555,-2214.7435897435907,39.014168701668694,0.04878255516037454,0.08443367948717947,28.174291126964814,0.051124134872031664,45.528419814251144,0,0,49.62687682095038,293.15,293.15,3.6331116936304433,0.0021952756666666663,0.0017276085999949123,0.001128088570262685,10225.669847530438,7395.201893421218
185.5,-2.6,2600,55.55555555555555,-2186.965811965813,39.151955297788625,0.05011637988402927,0.12195975925925923,28.88045969932307,0.051801444321245206,46.34549548793725,0,0,50.14992420452748,293.15,293.15,3.633808893806811,0.0021952756666666663,0.0017314563458061998,0.0011229059800583936,10264.191367500309,7402.182084531229
186.0,-2.1,2100,44.87179487179487,-2159.188034188035,39.289741893908555,0.051410946477682185,0.12195975925925925,29.57351297612926,0.052422976130441626,47.07787425967927,0,0,50.183897086057286,293.15,293.15,3.6345060939831777,0.0021952756666666668,0.0017353040916174873,0.0011177233898541018,10302.712887470181,7409.162275641237
186.5,-2.4,2400,51.28205128205128,-2136.7521367521376,39.40103106769773,0.052151150602935695,0.09850595940170938,29.938139382400312,0.05227421423858378,47.1468303750674,0,0,49.89400703879513,293.15,293.15,3.6350692172025507,0.0021952756666666663,0.0017384118863112193,0.0011135374516121743,10333.826422830462,7414.800122307013
187.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.05318032988485012,0.1125782393162393,30.52895497199343,0.052552821252103775,47.39810985959069,0,0,50.102314301641066,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
187.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.051708258218541005,-0.0,29.683890458222876,0.049359413661188636,44.51793177943506,0,0,48.57814596018604,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
188.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.05027693460692509,-0.0,28.86221796796212,0.04636005563409793,41.81276966084376,0,0,48.52054709888286,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
188.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.04888523111309598,-0.0,28.063289992346487,0.04354295561834473,39.27198854099514,0,0,48.46583265325829,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
189.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.047532051022292104,-0.0,27.286476946045358,0.040897038583073544,36.885599697748674,0,0,48.4138443906193,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
189.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.04621632797764419,-0.0,26.53116667112521,0.03841190247914062,34.64422138039464,0,0,48.364433221687754,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
190.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.044937025139845876,-0.0,25.79676395464612,0.036077777344926835,32.53904192662615,0,0,48.3174586580516,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
190.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.043693134370085304,-0.0,25.08269005961154,0.03388548689711337,30.561785120733273,0,0,48.272788302223134,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
191.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.04248367543559376,-0.0,24.38838226890176,0.031826412455419804,28.7046776568298,0,0,48.230297368332735,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
191.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.04130769523718536,-0.0,23.713293441831635,0.029892459059479806,26.96041857919897,0,0,48.189868231606205,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
192.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.040164267058178986,-0.0,23.0568915829831,0.028076023644647695,25.322150579617173,0,0,48.1513900048863,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
192.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03905248983411064,-0.0,22.418659422972755,0.02636996515162356,23.783433038815147,0,0,48.1147581405641,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
193.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03797148744266071,-0.0,21.798094010824126,0.024767576452387145,22.33821670609288,0,0,48.07987405638518,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
193.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03692040801323662,-0.0,21.19470631762334,0.02326255798207128,20.980819917544846,0,0,48.046644783688556,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
194.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03589842325566669,-0.0,20.608020851145923,0.021848992973112297,19.705906259400773,0,0,48.01498263672368,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
194.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03490472780747629,-0.0,20.037575281151035,0.02052132419431395,18.508463588668544,0,0,47.984804901772826,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
195.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03393853859923192,-0.0,19.482920075047822,0.019274332103377836,17.383784328601898,0,0,47.95603354488348,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
195.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03299909423745296,-0.0,18.943618143646805,0.018103114327009985,16.327446961527308,0,0,47.928594937087574,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
196.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.03208565440460496,-0.0,18.419244496717134,0.01700306638793261,15.335298646271664,0,0,47.90241959605254,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
196.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.031197499275701545,-0.0,17.9093859080783,0.01596986360303199,14.403438891853737,0,0,47.877441943173096,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
197.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.030333928951055206,-0.0,17.41364058996232,0.014999444081477565,13.528204223254727,0,0,47.85360007517248,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
197.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.029494262904730003,-0.0,16.93161787638986,0.014087992755971798,12.706153778983621,0,0,47.83083554933868,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
198.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.02867783944826149,-0.0,16.46293791531074,0.013231926384351894,11.934055783816195,0,0,47.80909318157353,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
198.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.027884015209221298,-0.0,16.007231369266187,0.012427879462579294,11.208874843527138,0,0,47.78832085648296,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
199.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.02711216462421542,-0.0,15.564139124337032,0.011672690993735857,10.527760011666338,0,0,47.76846934878292,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
199.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.026361679445916712,-0.0,15.133312007148414,0.010963392061010895,9.888033581465555,0,0,47.74949215533961,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
200.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.025631968263743088,-0.0,14.714410509708005,0.010297194155824035,9.28718055881243,0,0,47.731345337203926,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
200.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.024922456037803707,-0.0,14.30710452186093,0.009671478215197553,8.72283877490632,0,0,47.71398737103857,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
201.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.02423258364574589,-0.0,13.911073071150536,0.00908378432528016,8.19278959972527,0,0,47.697379009372895,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
201.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.02356180744214565,-0.0,13.52600406988001,0.008531802050543113,7.694949219795411,0,0,47.68148314915451,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
202.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.022909598830094625,-0.0,13.151594069175513,0.008013361350629232,7.227360445972588,0,0,47.666264708098964,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
202.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.0222754438446458,-0.0,12.787548019857049,0.007526424049145709,6.7881850190296475,0,0,47.651690508368844,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
203.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.021658842747789793,-0.0,12.433579039928599,0.007069075820861466,6.375696382799905,0,0,47.63772916714202,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
203.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.021059309634642465,-0.0,12.089408188504304,0.006639518665807873,5.988272896465413,0,0,47.62435099365541,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
204.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.020476372050533587,-0.0,11.754764245992536,0.006236063840695799,5.62439145930511,0,0,47.61152789233554,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
204.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.019909570618694757,-0.0,11.42938350036466,0.005857125219859868,5.282621522839439,0,0,47.59923327165077,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
205.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.019358458678253216,-0.0,11.113009539340007,0.0055012130596294164,4.961619466831041,0,0,47.58744195834203,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
205.5,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.018822601932246257,-0.0,10.805393048323358,0.0051669281416116455,4.660123317031542,0,0,47.576130116709706,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
206.0,0.0,0,-0.0,-2111.1111111111118,39.52821869488536,0.018301578105378864,-0.0,10.506291613935648,0.004852956271862118,4.376947783908029,0,0,47.565275172653685,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
206.5,3.1,-3100,-66.23931623931624,-2111.1111111111118,39.52821869488536,0.01779497661125488,-0.0,10.242444395893509,0.004558063114316873,4.088195503820745,0,0,47.554855742181985,293.15,293.15,3.6357127865961196,0.0021952756666666663,0.0017419636516754849,0.0011087535221928277,10369.384748956496,7421.243375639329
207.0,8.6,-8600,-183.76068376068375,-2144.23076923077,39.363934676434674,0.014090705181547867,-0.1454135591168091,8.170188167070293,-0.0001855132208601895,-0.16387005425695603,0,0,45.54385084998629,293.15,293.15,3.634881509462759,0.0021952756666666663,0.0017373759547466422,0.0011149327643594832,10323.455244377034,7412.920840085088
207.5,1.9,-1900,-40.598290598290596,-2236.1111111111118,38.90817901234568,0.004678673094230687,-0.40340535754985746,2.717256711932209,-0.012607771324663758,-11.099734182468994,0,0,41.87613209028832,293.15,293.15,3.632575385802469,0.0021952756666666663,0.0017246487955246913,0.0011320751781121398,10196.037909092078,7389.83251564429
208.0,3.8,-3800,-81.19658119658119,-2256.4102564102573,38.8074888074888,0.00254865606648779,-0.08912443945868943,1.4850461700187731,-0.014605037981507028,-12.772927452590142,0,0,45.9015059358984,293.15,293.15,3.632065893365893,0.0021952756666666663,0.0017218369812779808,0.0011358624555691224,10167.887567575632,7384.731606756206
208.5,2.1,-2100,-44.87179487179487,-2297.008547008548,38.60610839777506,-0.0015398034557753612,-0.17824887891737892,-0.8988374642198907,-0.019244225543420358,-16.768770234858312,0,0,44.616182007490174,293.15,293.15,3.631046908492742,0.0021952756666666668,0.001716213352784561,0.0011434370104830872,10111.586884542747,7374.5297889800395
209.0,4.1,-4100,-87.6068376068376,-2319.4444444444453,38.494819223985886,-0.003720899317267879,-0.09850595940170938,-2.179740232377147,-0.021151094639678986,-18.30003208572716,0,0,45.592375814891255,293.15,293.15,3.630483785273368,0.0021952756666666663,0.0017131055580908287,0.0011476229487250148,10080.473349182465,7368.891942314262
209.5,3.2,-3200,-68.37606837606837,-2363.247863247864,38.27754036087369,-0.007983844301249692,-0.19232115883190884,-4.690027402082439,-0.02586079098438871,-22.25208057067451,0,0,44.24184128141016,293.15,293.15,3.6293843542260213,0.0021952756666666668,0.0017070379589268756,0.0011557954948163982,10019.727875383824,7357.884717871557
210.0,-0.3,300,6.41025641025641,-2397.4358974358984,38.10795685795685,-0.011176985996305953,-0.1501043190883191,-6.5640937667003065,-0.02899877876960385,-24.965027572294876,0,0,44.697200312011425,293.15,293.15,3.6285262617012615,0.0021952756666666668,0.0017023022717745214,0.001162174067375526,9972.316773882443,7349.293713428468
210.5,-0.4,400,8.547008547008547,-2394.23076923077,38.12385531135531,-0.010526757458073155,0.014072279914529914,-6.180074771667349,-0.02686443449275104,-23.143458118645007,0,0,46.86874134590913,293.15,293.15,3.6286067078754582,0.0021952756666666668,0.0017027462424450547,0.0011615760761981076,9976.761564648197,7350.099120095008
211.0,-1.8,1800,38.46153846153846,-2389.9572649572656,38.14505324921991,-0.00978912630156536,0.018763039886039886,-5.738050802143904,-0.02470896442801413,-21.352541228732342,0,0,46.96872594176768,293.15,293.15,3.628713969441053,0.0021952756666666668,0.001703338203339099,0.0011607787546282166,9982.687952335871,7351.172995650395
211.5,-1.2,1200,25.64102564102564,-2370.7264957264965,38.24044396961063,-0.007581212716207911,0.08443367948717947,-4.439226360534593,-0.020643301330459034,-17.87610150304622,0,0,47.91027555504765,293.15,293.15,3.6291966464862297,0.0021952756666666663,0.001706002027362298,0.001157190807563707,10009.356696930396,7356.005435649631
212.0,-0.9,900,19.23076923076923,-2357.905982905984,38.30403778320444,-0.006081270338765147,0.056289119658119655,-3.5581507169910713,-0.017686664255968636,-15.339626680303864,0,0,47.60651501120321,293.15,293.15,3.6295184311830146,0.0021952756666666668,0.0017077779100444306,0.0011547988428540342,10027.135859993414,7359.227062315789
212.5,-1.0,1000,21.367521367521366,-2348.290598290599,38.351733143399805,-0.004946417118720236,0.042216839743589744,-2.8916443542708663,-0.01533865616964094,-13.326239831786342,0,0,47.47198997009081,293.15,293.15,3.629759769705603,0.0021952756666666668,0.0017091098220560303,0.0011530048693217793,10040.470232290676,7361.643282315408
213.0,-1.0,1000,21.367521367521366,-2337.6068376068383,38.40472798806132,-0.00374012794725192,0.0469075997150997,-2.1845653291803036,-0.012983128188339191,-11.299322755499922,0,0,47.58275947358828,293.15,293.15,3.6300279236195903,0.0021952756666666663,0.001710589724291141,0.0011510115653970516,10055.286201509858,7364.327971203872
213.5,-1.0,1000,21.367521367521366,-2326.9230769230776,38.45772283272283,-0.0025707214061166683,0.0469075997150997,-1.5002317487577452,-0.01076602570526759,-9.386043114777513,0,0,47.63027009178481,293.15,293.15,3.6302960775335777,0.0021952756666666663,0.0017120696265262515,0.0011490182614723242,10070.10217072904,7367.012660092339
214.0,-1.0,1000,21.367521367521366,-2316.239316239317,38.51071767738434,-0.0014369614291419557,0.04690759971509972,-0.8378640058130358,-0.008679538090782854,-7.580173057505336,0,0,47.67561931135562,293.15,293.15,3.630564231447565,0.0021952756666666668,0.001713549528761362,0.0011470249575475967,10084.91813994822,7369.697348980802
214.5,-1.0,1000,21.367521367521366,-2305.555555555556,38.563712522045854,-0.00033765598538879516,0.0469075997150997,-0.19671083567783912,-0.006716285625274905,-5.875818275955983,0,0,47.71891856505785,293.15,293.15,3.630832385361552,0.0021952756666666663,0.0017150294309964723,0.001145031653622869,10099.7341091674,7372.382037869267
215.0,-1.0,1000,21.367521367521366,-2294.8717948717954,38.61670736670737,0.0007283445799393174,0.0469075997150997,0.4239517715845651,-0.004869296258749254,-4.267400552489834,0,0,47.76027343505378,293.15,293.15,3.6311005392755398,0.0021952756666666663,0.0017165093332315831,0.0011430383496981414,10114.550078386583,7375.066726757733
215.5,-1.0,1000,21.367521367521366,-2284.1880341880346,38.66970221136887,0.0017621491387590249,0.0469075997150997,1.0248216150679306,-0.0031319835955951033,-2.7496411976087045,0,0,47.79978395982127,293.15,293.15,3.6313686931895264,0.0021952756666666663,0.0017179892354666937,0.001141045045773414,10129.366047605763,7377.7514156461975
216.0,-1.0,1000,21.367521367521366,-2273.504273504274,38.722697056030384,0.002764827310282043,0.0469075997150997,1.606571284866979,-0.0014981260414112735,-1.3175453357934281,0,0,47.837544925137294,293.15,293.15,3.6316368471035134,0.0021952756666666663,0.0017194691377018041,0.0011390517418486865,10144.182016824943,7380.436104534662
216.5,-1.0,1000,21.367521367521366,-2262.820512820513,38.775691900691896,0.0037374109307237884,0.0469075997150997,2.1698491236514066,3.8152948059048e-05,0.03361300326847484,0,0,47.873646139947994,293.15,293.15,3.6319050010175014,0.0021952756666666663,0.0017209490399369147,0.001137058437923959,10158.997986044125,7383.120793423126
217.0,-1.0,1000,21.367521367521366,-2252.1367521367524,38.82868674535341,0.004680895465053132,0.04690759971509972,2.7152801496664543,0.001482403572811208,1.308305028387948,0,0,47.908172697897875,293.15,293.15,3.632173154931488,0.0021952756666666668,0.0017224289421720253,0.0011350651339992314,10173.813955263307,7385.805482311593
217.5,-1.6,1600,34.18803418803419,-2241.4529914529917,38.88168159001492,0.005596241363181939,0.0469075997150997,3.241798607452454,0.002839867403332576,2.5134182477006015,0,0,47.94120522525217,293.15,293.15,3.6324413088454754,0.0021952756666666663,0.001723908844407136,0.0011330718300745037,10188.629924482488,7388.4901712000565
218.0,-1.3,1300,27.777777777777775,-2224.3589743589746,38.96647334147334,0.007111381345394242,0.07505215954415954,4.114905125210855,0.004982132669740173,4.419561205249708,0,0,48.360208372672936,293.15,293.15,3.6328703551078547,0.0021952756666666668,0.001726276687983313,0.0011298825437949399,10212.335475233178,7392.785673421601
218.5,0.8,-800,-17.094017094017094,-2210.470085470086,39.0353666395333,0.008267744053058423,0.06097987962962961,4.787298434694199,0.006561185243097647,5.812088972470504,0,0,48.21736093358371,293.15,293.15,3.633218955196038,0.0021952756666666663,0.0017282005608889566,0.001127291248692794,10231.59623521811,7396.275768976605
219.0,-1.0,1000,21.367521367521366,-2219.0170940170947,38.992970763804095,0.00719720272221723,-0.03752607977207977,4.163851387665731,0.00501224627347598,4.447847405564669,0,0,46.89994141675001,293.15,293.15,3.6330044320648485,0.0021952756666666668,0.0017270166391008682,0.0011288858918325761,10219.743459842768,7394.1280178658335
219.5,-0.8,800,17.094017094017094,-2208.333333333334,39.04596560846561,0.008037672216732268,0.04690759971509972,4.646911604826133,0.006155960102170515,5.470515725005887,0,0,48.0268596341669,293.15,293.15,3.633272585978836,0.0021952756666666668,0.0017284965413359786,0.0011268925879078485,10234.55942906195,7396.812706754298
220.0,-1.7,1700,36.324786324786324,-2199.786324786325,39.08836148419481,0.008645060697736412,0.037526079772079765,4.990808901444578,0.006941442159765205,6.1871685936914265,0,0,47.925795992614894,293.15,293.15,3.6334871091100256,0.0021952756666666663,0.001729680463124067,0.0011252979447680667,10246.412204437293,7398.960457865071
220.5,-2.1,2100,44.87179487179487,-2181.623931623932,39.17845272011938,0.010170333264802874,0.0797429195156695,5.860836330607073,0.008976798294550427,8.0313236495142,0,0,48.52682928390475,293.15,293.15,3.6339429707638042,0.0021952756666666663,0.001732196296923755,0.0011219093280960297,10271.5993521099,7403.52442897546
221.0,-2.1,2100,44.87179487179487,-2159.1880341880346,39.289741893908555,0.012063570461999336,0.09850595940170939,6.9394201437481735,0.011462941116890774,10.294167565082596,0,0,48.835001344529104,293.15,293.15,3.6345060939831777,0.0021952756666666668,0.0017353040916174873,0.0011177233898541018,10302.712887470181,7409.162275641237
221.5,-2.3,2300,49.14529914529914,-2136.752136752137,39.40103106769773,0.013898920368992302,0.09850595940170938,7.979558730920006,0.013794603922115112,12.439306044396535,0,0,48.89649311163978,293.15,293.15,3.6350692172025507,0.0021952756666666663,0.0017384118863112193,0.0011135374516121743,10333.826422830462,7414.800122307013
222.0,0.0,0,-0.0,-2112.1794871794878,39.522919210419204,0.015884169450254258,0.10788747934472932,9.119317159551343,0.016267728650478836,14.66945020480708,0,0,49.08442953245238,293.15,293.15,3.635685971204721,0.0021952756666666663,0.0017418156614519738,0.0011089528525853008,10367.903152034576,7420.974906750483
222.5,0.0,0,-0.0,-2112.1794871794878,39.522919210419204,0.015444383457569624,-0.0,8.866830055193796,0.015279351086268033,13.778179163025095,0,0,47.66332617473127,293.15,293.15,3.635685971204721,0.0021952756666666663,0.0017418156614519738,0.0011089528525853008,10367.903152034576,7420.974906750483
223.0,0.0,0,-0.0,-2112.1794871794878,39.522919210419204,0.015016773847160898,-0.0,8.621333577080682,0.014351024327576813,12.941059030706565,0,0,47.64569900193296,293.15,293.15,3.635685971204721,0.0021952756666666663,0.0017418156614519738,0.0011089528525853008,10367.903152034576,7420.974906750483
