Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irrev [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C],U_R [V],Q_Irreversibel [W],Delta OCV [V],Q_Reversibel [W],Q_Cell [W]
261.5,0.6,-600,-13.31627277726403,-3010.9648090047417,15.064658685492352,-0.0089776961255613,-10.515849386967748,-0.018578171443942245,-17.321078366320275,0,27.260452027834564,44.611412512957955,313.15,316.18255340951566,3.4761832213431414,0.0012751494112713537,0.0008334719294073764,0.0010818361276268428,6572.811921878733,12484.049050067104,-0.016980237392256983,0.6428535837238722,-0.00034870682629015295,1.4541042645710942,2.0969578482949665
262.0,0.4,-400,-8.966315511391057,-3015.4479667604373,15.042420799799418,-0.008840487837975348,-10.770109551385657,-0.01824946601926245,-17.172693681083558,0,19.48177500261845,44.686961709533236,313.15,316.17367406613783,3.475982635614191,0.0012752271210408502,0.0008335751909233133,0.0010818437566615935,6573.196385330075,12482.876085307482,-0.011434088715935136,0.5182496651651305,-0.0003491515840040116,0.9803484119593654,1.498598077124496
262.5,0.0,0,-0.0,-3015.4479667604373,15.042420799799418,-0.008033946272353256,-10.603880358039893,-0.017573713428820067,-16.8687081732143,0,5.220649095174845,44.85487468686924,313.15,316.1616400573253,3.475982635614191,0.0012753233731230657,0.0008337030916491305,0.0010818532060588163,6573.672585529449,12481.423239658716,-0.0,0.4015883919365265,-0.0003491515840040116,0.0,0.4015883919365265
263.0,0.0,0,-0.0,-3015.4479667604373,15.042420799799418,-0.00730121197169796,-9.634456561234012,-0.016922888057703925,-16.2438908546148,0,4.71728645991599,44.87286096260226,313.15,316.14954587970317,3.475982635614191,0.0012754538217785935,0.0008338764331222687,0.0010818660126509943,6574.317970796348,12479.454224992141,-0.0,0.36286818922430697,-0.0003491515840040116,0.0,0.36286818922430697
263.5,-0.1,100,2.228518482103059,-3014.333707519386,15.047947879368124,-0.006466041358846996,-8.753919258966398,-0.016206771774670895,-15.642128078587481,0,1.1879030129602028,44.93063043708241,313.15,316.1367141911124,3.4760324898719004,0.0012755849226640174,0.0008340506412849913,0.0010818788832748197,6574.966582923378,12477.475365454213,0.002842664575648764,0.33495913309629904,-0.0003490410424126375,-0.24358197825320652,0.09137715484309253
264.0,-0.1,100,2.225653168611394,-3013.22088093508,15.053467852504564,-0.005707446788781255,-7.750858804077432,-0.015517186414228666,-14.980019913325961,0,0.7282941703103658,44.950060558388586,313.15,316.1238356144409,3.476082280029591,0.0012757240181683416,0.0008342354727769595,0.0010818925387578182,6575.654747847881,12475.375833749877,0.0028393192033100293,0.29921447729059336,-0.0003489306429499087,-0.2431918488051806,0.056022628485412757
264.5,-0.1,100,2.224691107370221,-3012.108535381395,15.058985439576412,-0.005018257029700151,-6.840008734097655,-0.014853080565706474,-14.34245018760929,0,0.32367632694163107,44.96828847580574,313.15,316.1109226683456,3.4761320486649794,0.0012758636219394603,0.0008344209796589085,0.0010819062441391118,6576.345427385506,12473.268630178247,0.002838402453945879,0.26790802778101486,-0.00034882029120847174,-0.24300984878550477,0.024898178995510084
265.0,-0.1,100,2.2237893277571135,-3010.9966407175166,15.064500790091685,-0.004392100687041904,-6.0127187290353135,-0.0142135153158976,-13.728446425412262,0,-0.031736867729151075,44.98537867600025,313.15,316.09798652110516,3.4761817971266273,0.0012760035982751334,0.000834606981608349,0.0010819199860963467,6577.037950159255,12471.155803052521,0.0028375631840239167,0.2403932315536935,-0.00034870998419816627,-0.2428345290713205,-0.0024412975176270058
265.5,-0.1,100,2.222944497594062,-3009.8851684687197,15.070014045294048,-0.0038231927458929754,-5.261303119745322,-0.013597586357727502,-13.137140125119615,0,-0.3448426823850925,45.00141807825722,313.15,316.0850367477533,3.4762315266885526,0.0012761438261112198,0.0008347933177540448,0.00108193375274424,6577.731717213069,12469.039179735868,0.0028367968963925695,0.21613915747407747,-0.00034859971909411905,-0.24266551765754613,-0.026526360183468656
266.0,-0.1,100,2.22215219587304,-3008.7740923707834,15.075525335462382,-0.0033062806141912785,-4.578784440240951,-0.013004422746624167,-12.567694765014114,0,-0.6214545112217789,45.01648622778216,313.15,316.07208157974327,3.476281238525871,0.0012762842016543542,0.0008349798501743371,0.001081947533893041,6578.426215036794,12466.920326903379,0.0028360977412642927,0.19469813116523713,-0.0003484894932907524,-0.2425023243361432,-0.04780419317090606
266.5,-0.1,100,2.2214083856745903,-3007.663388177946,15.08103478086336,-0.0028365950225468874,-3.9588282951401714,-0.012433185648087205,-12.019304661662959,0,-0.8664847084855919,45.030655974747624,313.15,316.0591281125812,3.4763309337233874,0.0012764246356755827,0.0008351664603009038,0.0010819613207828371,6579.121002176651,12464.80059139237,0.002835460389371373,0.17569183167406724,-0.0003483793043827328,-0.2423445015575743,-0.06665266988350707
267.0,-0.1,100,2.220709377542228,-3006.553033489175,15.086542492613217,-0.0024098054515879004,-3.3956840600202467,-0.011883067136337667,-11.491193818341138,0,-1.084094300068033,45.043994068785665,313.15,316.0461824790283,3.4763806132833714,0.0012765650512596193,0.0008353530459279461,0.001081975105862591,6579.815698099837,12462.681134175542,0.0028348799803749117,0.15879977112100796,-0.00034826915014773567,-0.2421916403570105,-0.08339186923600253
267.5,-0.1,100,2.22005179752249,-3005.443007590414,15.09204857346025,-0.002021979671640528,-2.8841310286403705,-0.011353289041218633,-10.98261481921974,0,-1.277816988072975,45.056561699471494,313.15,316.0332499937785,3.476430278132612,0.0012767053819273332,0.0008355395187173326,0.0010819888826058182,6580.509973905673,12460.562958700444,0.0028343520780544132,0.14374975233093285,-0.000348159028530795,-0.24204336679808477,-0.09829361446715193
268.0,-0.1,100,2.219432558280917,-3004.333291311273,15.09755311849567,-0.0016695470169339913,-2.419429514470372,-0.01084310184083753,-10.492847767000297,0,-1.4506619233457387,45.06841498771514,313.15,316.02033527449174,3.4764799291288315,0.001276845570067441,0.0008357258021146161,0.0010820026453566209,6581.203544566509,12458.446934561787,0.002833872630104436,0.13030996004076106,-0.0003480489376300866,-0.24189933875966405,-0.11158937871890298
268.5,-0.1,100,2.2188488329855454,-3003.2238668947803,15.103056215799702,-0.0013492650506602923,-1.9972764564435468,-0.010351783597668184,-10.021199261912857,0,-1.605198939087428,45.07960543255274,313.15,316.007442343212,3.476529567066514,0.0012769855656245093,0.0008359118296056384,0.0010820163892008858,6581.896162436718,12456.333817304981,0.0028334379320253287,0.11828240156290622,-0.00034793887568400594,-0.2417592430311699,-0.1234768414682637
269.0,-0.1,100,2.2182980316812695,-3002.1147178789397,15.108557947029068,-0.0010581893084298302,-1.6137651181301214,-0.009878638936023545,-9.567001420157627,0,-1.7436292923871264,45.090180317421286,313.15,315.9945747115021,3.4765791926822027,0.0012771253249995815,0.0008360975432556711,0.0010820301098583539,6582.587611813624,12454.224265020248,0.0028330445946568735,0.1074974625019162,-0.0003478288410594186,-0.24162279268554132,-0.1341253301836251
269.5,-0.1,100,2.2177777799075127,-3001.0058289889857,15.114058387951458,-0.0007936458361565305,-1.2653485058002685,-0.009422998058975264,-9.129610930010232,0,-1.867844427466086,45.100183079628934,313.15,315.98173545204753,3.4766288066593223,0.0012772648101273172,0.0008362828924831104,0.0010820438035920195,6583.277704371711,12452.118852272459,0.0028326895149581523,0.0978093841278719,-0.00034771883224097086,-0.24148972470218621,-0.1436803405743143
270.0,-0.1,100,2.217285899337479,-2999.897186039317,15.11955760893196,-0.0005532062643870305,-0.9488061642292658,-0.008984215802938735,-8.708408143933037,0,-1.9794748348328244,45.10965364639403,313.15,315.96892725900767,3.4766784096325667,0.0012774039876998046,0.0008364678330280715,0.0010820574671319312,6583.966275322502,12450.018081817008,0.0028323698496842435,0.08909250282801909,-0.0003476088478213608,-0.24135979781515943,-0.15226729498714034
270.5,-0.1,100,2.2168203902402115,-2998.788775844197,15.125055675376004,-0.0003346651847563057,-0.6612140397397279,-0.008561670728266182,-8.30279620514254,0,-2.079930718032992,45.11862874051676,313.15,315.95615249899623,3.4767280021918916,0.0012775428285123566,0.0008366523260830755,0.001082071097610964,6584.653180177926,12447.922394474519,0.0028320829916513458,0.08123811994645123,-0.0003474988864924799,-0.2412327905643737,-0.15999467061792244
271.0,-0.1,100,2.2163794155871472,-2997.6805861364037,15.130552648132918,-0.0001360196157959828,-0.39991712804037655,-0.008154764244298868,-7.9122002071779285,0,-2.1704358807327826,45.12714215846696,313.15,315.94341325425154,3.4767775848861584,0.0012776813069108805,0.0008368363375587082,0.001082084692510568,6585.338292016215,12445.832177472323,0.00283182654831776,0.07415189331972441,-0.00034738894703734163,-0.24110849952993846,-0.16695660621021405
271.5,-0.1,100,2.215961286643044,-2996.5726054930824,15.13604858386368,4.454963508051911e-05,-0.16250465007908851,-0.007762919767425395,-7.536066385100955,0,-2.2520560003494183,45.13522502341509,313.15,315.9307113592867,3.476827158226451,0.0012778194003239133,0.0008370198374617843,0.0010820982496148254,6586.021499166695,12443.747771508013,0.002831598322439222,0.0677516607818014,-0.0003472790283227264,-0.2409867377317567,-0.17323507694995527
272.0,-0.1,100,2.215564449897444,-2995.464823268134,15.141543535376321,0.00020869488877358957,0.0532124774477342,-0.0073855819107784245,-7.173861337033432,0,-2.325722251137993,45.14290601550177,313.15,315.9180484320902,3.476876722689095,0.001277957088865332,0.0008372027993674262,0.001082111766971447,6586.7027032442165,12441.66947674617,0.002831396294584458,0.061965621552330305,-0.0003471691292924736,-0.24086733317832973,-0.17890171162599944
272.5,-0.1,100,2.2151874752073044,-2994.3572295305303,15.147037551931891,0.0003579169500380524,0.24922208892771838,-0.007022215704278565,-6.8250712748077875,0,-2.392251071973189,45.15021158142957,313.15,315.9054259007634,3.4769262787184254,0.001278094354996142,0.0008373851999696429,0.0010821252428585696,6587.381817475871,12439.59755792343,0.002831218607320612,0.056730814321633016,-0.00034705924896136214,-0.24075012755033987,-0.18401931322870685
273.0,-0.1,100,2.2148290450344272,-2993.2498150080132,15.152530679523744,0.0004935790458218547,0.427329326547017,-0.006672305843803303,-6.489201302568808,0,-2.452360735770623,45.15716612526889,313.15,315.89284502633205,3.4769758267293045,0.0012782311832357242,0.0008375670186976333,0.0010821386757564077,6588.058765272419,12437.53224870695,0.002831063550899205,0.051991841485212985,-0.00034694938640952513,-0.24063497500603015,-0.18864313352081716
273.5,-0.1,100,2.2144879446729133,-2992.1425710356766,15.158022961132557,0.000616919477494892,0.5891734817147981,-0.006335355968321555,-6.1657747222223085,0,-2.506685263417083,45.163792182195465,313.15,315.8803069223415,3.4770253671094165,0.0012783675599145603,0.0008377482373872049,0.0010821520643229774,6588.733479004908,12435.473755426812,0.002830929550291722,0.04769979775692626,-0.00034683954077734884,-0.24052174109670185,-0.1928219433397756
274.0,-0.1,100,2.2141630533722574,-2991.0354895089904,15.163514436959373,0.0007290631059283059,0.7362432799138225,-0.00601088796389184,-5.854332364679311,0,-2.555786130969096,45.17011057671907,313.15,315.86781257174573,3.4770749002213743,0.001278503472961818,0.000837928839998516,0.0010821654073732442,6589.405898953773,12433.42226028226,0.002830815153440174,0.04381136863033623,-0.00034672971126081256,-0.24041030178180514,-0.19659893315146892
274.5,-0.1,100,2.2138533362710113,-2989.9285628408547,15.169005144638618,0.0008310317773711268,0.8698907530446158,-0.005698441293474826,-5.554431945893367,0,-2.600162141229604,45.17614056681881,313.15,315.85536284151163,3.477124426404641,0.0012786389117222761,0.0008381088123728027,0.0010821787038611482,6590.07597240308,12431.37792410504,0.002830719020602296,0.040288070131866,-0.00034661989710722764,-0.24030054253414324,-0.20001247240227724
275.0,-0.1,100,2.213557837064295,-2988.8217839223225,15.174495119432923,0.0009237537880744265,0.9913438300184182,-0.0053975723515597915,-5.265647446734083,0,-2.6402577667334755,45.18189997527029,313.15,315.84295849529144,3.4771739459772855,0.0012787738667980135,0.0008382881420220137,0.0010821919528640634,6590.7436528572935,12429.340888749013,0.0028306399146837556,0.03709560623945113,-0.00034651009761134155,-0.24019235752664156,-0.20309675128719043
275.5,-0.1,100,2.213275671335948,-2987.7151460866544,15.179984394411438,0.0010080724765404877,1.101717764260551,-0.005107853842649833,-4.987568515782437,0,-2.67647021828258,45.18740530933126,313.15,315.8306002044571,3.4772234592375915,0.0012789083299110406,0.0008384668179462732,0.0010822051535693108,6591.408899361659,12427.311279163601,0.0028305766924609944,0.03420332440969645,-0.00034640031211177123,-0.24008564889297185,-0.2058823244832754
276.0,-0.1,100,2.2130060204928355,-2986.608643076408,15.185473000613054,0.0010847540240412948,1.2020255058027358,-0.004828874182692902,-4.71979989417318,0,-2.709155449507172,45.19267186984533,313.15,315.81828855774154,3.4772729664655304,0.001279042293783685,0.0008386448304749386,0.0010822183052624167,6592.0716759104225,12425.289205199246,0.002830528296608261,0.03158375301605956,-0.0003462905399877389,-0.23998032605507277,-0.2083965730390132
276.5,-0.1,100,2.212748126244881,-2985.5022690132855,15.190960967196002,0.001154494536579841,1.2931871156707002,-0.0045602369225852995,-4.46196086164696,0,-2.738633271874433,45.19771385072521,313.15,315.80602406969297,3.4773224679241084,0.0012791757520340815,0.0008388221711277232,0.0010822314073168516,6592.731950929767,12423.27476318493,0.0028304937484513004,0.029212207274788793,-0.00034618078065607995,-0.23987630511128363,-0.21066409783649484
277.0,-0.1,100,2.2125012855798563,-2984.3960183704958,15.196448321574922,0.0012179264746891457,1.3760383112208698,-0.004301560192911379,-4.213684703009997,0,-2.7651917247837097,45.2025444296889,313.15,315.7938071881132,3.4773719638606058,0.001279308699084528,0.0008389988324929214,0.0010822444591850329,6593.389696824416,12421.26803731146,0.0028304721413780114,0.027066452526824925,-0.0003460710335685016,-0.23977350827941799,-0.21270705575259305
277.5,-0.1,100,2.2122648461868506,-2983.289885947402,15.201935089546618,0.0012756244913136492,1.4513382228635805,-0.004052476169118206,-3.974618194232312,0,-2.7890908207819134,45.20717585104174,313.15,315.78163830062505,3.4774214545077102,0.0012794411300808529,0.000839174808120261,0.00108225746039041,6594.044889578708,12419.269100848545,0.0028304626348434484,0.02512641563719444,-0.0003459612982090676,-0.23967186338964933,-0.21454544775245488
278.0,-0.1,100,2.2120382022867644,-2982.1838668462588,15.207421295405464,0.0013281107324377307,1.519776435153782,-0.003812630556356947,-3.7444211074470095,0,-2.810565765595745,45.21161950122417,313.15,315.7695177404902,3.477470940084558,0.0012795730408212242,0.0008393500924263064,0.0010822704105204748,6594.697508404384,12417.278017219362,0.0028304644489127893,0.023373936838285366,-0.0003458515740918907,-0.23957130342257346,-0.2161973665842881
278.5,-0.1,100,2.211820790832152,-2981.0779564508425,15.212906962049392,0.0013758596500637304,1.5819793784641136,-0.003581682093254034,-3.5227657341428418,0,-2.82982973586292,45.21588597777924,313.15,315.7574457917792,3.477520420797686,0.0012797044276930862,0.0008395246806106569,0.0010822833092205704,6595.347535428584,12415.294840952463,0.0028304768592915287,0.021792555637263865,-0.0003457418607590122,-0.2394717660882577,-0.21767921045099384
279.0,-0.1,100,2.2116120880423247,-2979.9721504068216,15.218392111077273,0.0014193023725491128,1.6385161313160361,-0.0033593020739047944,-3.309336425870659,0,-2.8470762835365564,45.21998515233366,313.15,315.745422693981,3.477569896841917,0.001279835287617113,0.0008396985685814743,0.0010822961561883886,6595.99495541657,12413.319618527723,0.0028304991927971326,0.020367325478134683,-0.00034563215777845454,-0.2393731934424852,-0.2190058679643505
279.5,-0.5,500,11.057058031214249,-2974.4436213912145,15.24581537008326,0.0021292967553327657,1.6899036878747626,-0.0027888208427286026,-3.103829151811241,0,-13.332104493245593,45.38703500066983,313.15,315.7311042247785,3.4778172546381514,0.0012799656179972455,0.0008398717528890889,0.0010823089511690655,6596.639755524525,12411.352389130512,0.014152654116154552,0.1693119018783299,-0.0003450836925983348,-1.19485840135876,-1.0255464994804302
280.0,0.7,-700,-15.422906563287714,-2982.1550746728585,15.207564113725898,0.000768341875275292,2.5346417288404552,-0.003306437098463664,-2.576696401476733,0,25.836459594475556,44.91748233867276,313.15,315.7256191398683,3.4774722283058077,0.0012801208302034009,0.0008400780004150227,0.0010823241888839907,6597.407656663025,12409.009589129126,-0.01974318395394535,0.3170802304224735,-0.000345848717725482,1.6703397383833385,1.987419968805812
280.5,-3.4,3400,75.69435825375035,-2944.3078955459832,15.3952981371727,0.0064354543408459385,0.9145217701454771,-0.00013313875280923648,-3.05492504014066,0,-9.920559195595043,46.57081429226521,313.15,315.71215107789834,3.479165589197298,0.0012801802885238276,0.000840157009223595,0.001082330026111352,6597.701822393157,12408.112114912188,0.0969024253889121,7.345770485903227,-0.000342094037256546,-8.108890424025923,-0.7631199381226956
281.0,-3.5,3500,75.15436552247066,-2906.730712784748,15.581692892932798,0.011550032398135372,7.658055128736327,0.0029007936422015715,-0.12300960569890253,0,-8.872464303150064,46.68975746946891,313.15,315.69897652075196,3.480846869894254,0.001280326282315582,0.0008403510072286286,0.0010823443588229007,6598.4241160946585,12405.908459259092,0.09622210940917121,7.280811023346166,-0.00033836614214134404,-7.963308277434632,-0.6824972540884664
281.5,-7.1,7100,152.06761364401584,-2830.69690596274,15.95884471248641,0.022030687226272418,13.74119222681742,0.0089226625116108,2.680067617143128,0,182.29875795596186,48.22896011170027,313.15,315.7286677078738,3.484248779306628,0.0012804690945150486,0.0008405407775021324,0.0010823583791866158,6599.130669098953,12403.752827112647,0.1947178795478172,29.776768815172705,-0.00033082310575027177,-15.75378743394487,14.022981381227835
282.0,-6.2,6200,128.55346633310242,-2766.4201727961886,16.277677714304616,0.029785851603899113,26.22347790062988,0.013770485670187137,8.243963525103991,0,113.69670562775211,48.038228623306644,313.15,315.74286746006027,3.4871246529830286,0.001280147242046648,0.0008401130967354733,0.0010823267818252807,6597.538327342875,12408.610924179195,0.16456736538185768,21.806984609050385,-0.00032444644571390767,-13.061084176146377,8.745900432904008
282.5,-7.6,7600,158.20733232267267,-2687.3165066348524,16.670057010739818,0.03908919235433028,35.46320760282754,0.019631612332432272,12.723216469128863,0,228.59248478783434,48.774557610412465,313.15,315.78273336627035,3.4906639142368734,0.0012799933167329464,0.0008399085592450537,0.001082311670449004,6596.776793011502,12410.934299602335,0.20250432803116927,33.269176230729634,-0.00031659885978520367,-15.685138939357762,17.58403729137187
283.0,-4.3,4300,88.16071760909277,-2643.236147830306,16.888709584175068,0.04224243995398722,46.571659802388986,0.022451087010302566,18.139305371910556,0,45.5249367762745,47.711777339366094,313.15,315.78143160265876,3.4926361604492593,0.001279561170309629,0.0008393343187722317,0.001082269245151615,6594.63877990877,12417.457192783386,0.11280703099922747,12.121701183560036,-0.00031222580831649866,-8.61978297000046,3.501918213559577
283.5,-1.7,1700,35.63061564251059,-2625.4208400090506,16.977079166621774,0.041128155446478264,50.327378877368936,0.023050502859198414,20.74442969977845,0,9.777935937564777,46.84165157654834,313.15,315.7721308385527,3.4934332540829294,0.0012795752814271791,0.0008393530697658223,0.0010822706304884507,6594.708593639922,12417.244197123871,0.04559205503818914,4.216159265855558,-0.0003104584166675645,-3.4640103475813446,0.7521489182742136
284.0,-3.5,3500,74.71982481830987,-2588.060927599896,17.162396192460832,0.04307864886692249,48.992007558728766,0.025201877460912576,21.298085159208156,0,32.14690039497786,47.567032683661246,313.15,315.76787968064076,3.4951048136559972,0.0012796761017100885,0.000839487040762235,0.0010822805283616122,6595.207394681076,12415.722398260294,0.0956171741439555,9.650380977026396,-0.00030675207615078336,-7.177542485105022,2.472838491921374
284.5,-3.2,3200,67.27348374411349,-2554.4241857278394,17.329245110476986,0.044288711833202904,51.31169953291348,0.02697342739442025,23.2858038684035,0,28.560984029508873,47.50152289589262,313.15,315.76284410556667,3.4966097908965033,0.001279722184261854,0.0008395482757161461,0.0010822850524438623,6595.435384765376,12415.026820219018,0.08609136955992125,8.588951013211588,-0.00030341509779046027,-6.391952241710905,2.1969987715006827
285.0,-2.9,2900,61.05067423534664,-2523.898848610166,17.48066047316386,0.04491807633429552,52.748468504079916,0.028428540272556358,24.922541226203577,0,26.462440853661988,47.442894313719506,313.15,315.7573606001376,3.4979755574679383,0.001279776769895657,0.0008396208096501858,0.0010822904113028558,6595.705443231662,12414.202895180404,0.07813123467286394,7.778372633087859,-0.0003003867905367228,-5.742800259729244,2.0355723733586144
285.5,-3.0,3000,63.23391613003808,-2492.2818905451472,17.637490622295896,0.045656470722981464,53.49301805706948,0.02991754900417512,26.26687504028081,0,30.952144759642145,47.52661213004643,313.15,315.75290640041726,3.49939016541311,0.0012798362110945083,0.0008396997957074378,0.0010822962468493337,6595.999524254039,12413.305679399502,0.08092905563253586,8.266993499707082,-0.00029725018755408206,-5.886059287426917,2.380934212280165
286.0,0.0,0,-0.0,-2492.2818905451472,17.637490622295896,0.04153531743965724,54.36821910829482,0.028804059803040023,27.642540627134522,0,43.02035488127913,46.40648405452549,313.15,315.75117403684936,3.49939016541311,0.0012798844946194767,0.0008397639553364693,0.001082300987008676,6596.23840349371,12412.576879486372,-0.0,3.3092580677907026,-0.00029725018755408206,0.0,3.3092580677907026
286.5,0.9,-900,-19.393841579175472,-2501.978811334735,17.58939081679199,0.03631627416597606,49.459235533330826,0.02695075523221101,26.613678712582086,0,66.47397082724711,45.9862142121704,313.15,315.75470111334,3.4989563051674644,0.0012799032734405527,0.0008397889088210105,0.001082302830589985,6596.331310349693,12412.293428699011,-0.024822241321774186,3.3022856572503305,-0.00029821218366416017,1.8110967140763699,5.113382371326701
287.0,-2.7,2700,58.71324800825714,-2472.6221873306063,17.735008991415643,0.037488634030291006,43.247143369658346,0.02831272281232228,24.90139352704893,0,15.915862825713846,47.335810228873044,313.15,315.74689151119287,3.5002697811025696,0.0012798650399313942,0.0008397381037531165,0.0010822990770751836,6596.142152834707,12412.870531927732,0.07514503350658987,6.6536954662574495,-0.00029529982017168714,-5.429398325817923,1.2242971404395266
287.5,-1.8,1800,38.02617915055922,-2453.6090977553267,17.829319951610483,0.03698753304878207,44.63726551657797,0.028790767191280625,26.15959488480845,0,10.021636084628076,47.002414714425285,313.15,315.73779613921056,3.5011204659635267,0.001279949696018669,0.0008398505956053242,0.0010823073880537886,6596.560982689714,12411.592718240925,0.048671596444509725,4.264834315862793,-0.00029341360096779036,-3.4939392324298644,0.7708950834329289
288.0,-2.8,2800,59.57140749070208,-2423.823394009976,17.97706649796639,0.03816515553357538,44.03374156450935,0.030119134748916733,26.601047012784573,0,19.743025922310157,47.41089220889629,313.15,315.7309173551307,3.502453139811658,0.0012800482898509572,0.0008399816080719691,0.0010823170673486522,6597.0487685278185,12410.104525809782,0.0762542782824877,6.937138707443678,-0.0002904586700406722,-5.418444405727512,1.5186943017161658
288.5,-2.0,2000,42.18439912895618,-2402.7311944454977,18.08169050374257,0.037919154305166645,45.43034483543091,0.030697595052876375,27.828195585162348,0,13.529046258291235,47.138192545443175,313.15,315.7226771357354,3.503396848343758,0.0012801228558703829,0.0008400806921414904,0.0010823243877506699,6597.417678503576,12408.979013359824,0.05400121348613548,4.850026092384008,-0.0002883661899251486,-3.809330226361605,1.0406958660224026
289.0,-2.3,2300,48.79270663130973,-2378.334841129843,18.202704161062286,0.03819663587103596,45.131137803584096,0.03152089001348699,28.362426905765588,0,16.38959114877381,47.27672215154835,313.15,315.715113448256,3.504488391532782,0.001280212179848628,0.0008401993867337262,0.0010823331569921504,6597.859602410779,12407.630741715859,0.06246501731718363,5.629830138888865,-0.00028594591677875427,-4.3690923582139565,1.2607377806749085
289.5,-2.2,2200,46.534529042596674,-2355.0675766085446,18.31811717952111,0.03827840196108321,45.45550034243066,0.03222261095826802,29.12287717674809,0,16.814271885150514,47.26290810963598,313.15,315.70767788513666,3.5055294169592814,0.001280294170220905,0.0008403083363572861,0.001082341206268366,6598.265243834076,12406.393164794285,0.059577886247211914,5.426655081147545,-0.0002836376564095778,-4.133249551520582,1.2934055296269626
290.0,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.03482717306237231,45.54699987554054,0.031022668516419903,29.770995685980193,0,35.13595255543052,46.42793036099495,313.15,315.70437749142883,3.505529416959281,0.0012803747717251184,0.0008404154404391258,0.0010823491191946377,6598.664013933306,12405.17655168852,-0.0,2.7027655811869633,-0.0002836376564095778,0.0,2.7027655811869633
290.5,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.0316873731400849,41.4380810085557,0.02986736436066058,28.662256287197813,0,30.320561627043777,46.372094007980344,313.15,315.7000132176085,3.505529416959281,0.001280410547992911,0.0008404629803002114,0.0010823526314736214,6598.841014424761,12404.636538487814,-0.0,2.3323508943879827,-0.0002836376564095778,0.0,2.3323508943879827
291.0,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.02883095290043263,37.699463191167794,0.028755025215605603,27.594736991897648,0,26.244127279409465,46.32050013597916,313.15,315.69475518079867,3.5055294169592814,0.0012804578567211238,0.0008405258446096016,0.001082357275933821,6599.075070928146,12403.92245232625,-0.0,2.0187790214930357,-0.0002836376564095778,0.0,2.0187790214930357
291.5,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.026232366442686565,34.29799977211586,0.027684043757858975,26.566899116544032,0,22.78608631007274,46.272795753077745,313.15,315.68874575805415,3.505529416959281,0.0012805148538401422,0.0008406015829492215,0.001082362871536594,6599.357060042725,12403.0621279109,-0.0,1.7527758700055953,-0.0002836376564095778,0.0,1.7527758700055953
292.0,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.023868354226391685,31.203445195480715,0.026652875369966855,25.577263331413565,0,19.846089716898543,46.228658405223314,313.15,315.6821042339765,3.505529416959281,0.0012805799959826928,0.0008406881444772603,0.0010823692667642788,6599.6793460707895,12402.078861095499,-0.0,1.5266222859152725,-0.0002836376564095778,0.0,1.5266222859152725
292.5,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.021717743218812625,28.38821813005574,0.025660035174471102,24.6244069794721,0,17.34058685407694,46.187793539583346,313.15,315.6749306631378,3.5055294169592814,0.0012806519901036948,0.0008407838109825323,0.0010823763346742023,6600.035531765538,12400.992169327104,-0.0,1.3338912964674567,-0.0002836376564095778,0.0,1.3338912964674567
293.0,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.019761263281531438,25.827179598150835,0.024704095305804988,23.70696159071636,0,15.199983797393374,46.149932082106034,313.15,315.6673090793237,3.5055294169592814,0.0012807297516115863,0.0008408871412489641,0.0010823839687882889,6600.420251188838,12399.81842361916,-0.0,1.1692295228764134,-0.0002836376564095778,0.0,1.1692295228764134
293.5,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.01798137879016539,23.49742632597212,0.023783682385730257,22.82361056555322,0,13.366281223099055,46.114828215757306,313.15,315.6593101618217,3.5055294169592814,0.0012808123695801311,0.0008409969248286977,0.0010823920796777836,6600.828997599173,12398.571373650497,-0.0,1.0281754786999273,-0.0002836376564095778,0.0,1.0281754786999273
294.0,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.016362134458394045,21.37809913483485,0.022897475174392026,21.973087005634486,0,11.791112069531598,46.082257345696874,313.15,315.65099345064914,3.5055294169592814,0.0012808990778458529,0.0008411121436360717,0.0010824005921257894,6601.257980458282,12397.262584025735,-0.0,0.9070086207331999,-0.0002836376564095778,0.0,0.9070086207331999
294.5,0.0,0,-0.0,-2355.0675766085446,18.31811717952111,0.014889014344383935,19.450205917810372,0.02204420237418237,21.154171674444,0,10.434112067873954,46.05201423781202,313.15,315.6424091872271,3.5055294169592814,0.0012809892309949631,0.0008412319400388143,0.0010824094427698192,6601.704006628233,12395.901796732694,-0.0,0.8026240052210734,-0.0002836376564095778,0.0,0.8026240052210734
