Batterie Ladung [C],Zeit [s]
-3556.6239316239607,875.0
-3561.965811965841,875.5
-3567.3076923077215,876.0
-3572.649572649602,876.5
-3577.991452991482,877.0
-3583.3333333333626,877.5
-3588.675213675243,878.0
-3594.0170940171233,878.5
-3599.3589743590037,879.0
-3604.700854700884,879.5
-3610.0427350427644,880.0
-3615.384615384645,880.5
-3620.726495726525,881.0
-3626.0683760684055,881.5
-3631.410256410286,882.0
-3636.7521367521663,882.5
-3642.0940170940466,883.0
-3647.435897435927,883.5
-3652.7777777778074,884.0
-3658.1196581196878,884.5
-3663.461538461568,885.0
-3668.8034188034485,885.5
-3674.145299145329,886.0
-3679.4871794872092,886.5
-3684.8290598290896,887.0
-3690.17094017097,887.5
-3694.4444444444744,888.0
-3698.7179487179787,888.5
-3702.991452991483,889.0
-3707.2649572649875,889.5
-3711.538461538492,890.0
-3715.8119658119963,890.5
-3715.8119658119963,891.0
-3698.717948717979,891.5
-3629.273504273535,892.0
-3538.461538461569,892.5
-3495.726495726526,893.0
-3407.0512820513122,893.5
-3307.692307692338,894.0
-3207.2649572649875,894.5
-3106.837606837637,895.0
-3007.478632478663,895.5
-2909.1880341880646,896.0
-2813.0341880342185,896.5
-2719.0170940171242,897.0
-2707.2649572649875,897.5
-2611.1111111111413,898.0
-2549.1452991453293,898.5
-2506.4102564102864,899.0
-2451.9230769231067,899.5
-2427.3504273504573,900.0
-2410.25641025644,900.5
-2422.008547008577,901.0
-2432.6923076923376,901.5
-2443.3760683760984,902.0
-2452.991452991483,902.5
-2462.606837606868,903.0
-2472.2222222222526,903.5
-2481.8376068376374,904.0
-2491.452991453022,904.5
-2501.068376068407,905.0
-2510.6837606837917,905.5
-2519.2307692308004,906.0
-2527.777777777809,906.5
-2536.324786324818,907.0
-2544.8717948718268,907.5
-2553.4188034188355,908.0
-2561.9658119658443,908.5
-2570.512820512853,909.0
-2579.059829059862,909.5
-2587.6068376068706,910.0
-2596.1538461538794,910.5
-2604.700854700888,911.0
-2612.1794871795205,911.5
-2619.658119658153,912.0
-2627.136752136785,912.5
-2634.6153846154175,913.0
-2644.2307692308023,913.5
-2653.846153846187,914.0
-2663.4615384615718,914.5
-2673.0769230769565,915.0
-2682.6923076923413,915.5
-2692.307692307726,916.0
-2701.923076923111,916.5
-2711.5384615384955,917.0
-2721.1538461538803,917.5
-2730.769230769265,918.0
-2739.316239316274,918.5
-2747.8632478632826,919.0
-2756.4102564102914,919.5
-2764.9572649573,920.0
-2773.504273504309,920.5
-2782.0512820513177,921.0
-2790.5982905983265,921.5
-2799.1452991453352,922.0
-2807.692307692344,922.5
-2816.239316239353,923.0
-2824.7863247863615,923.5
-2833.3333333333703,924.0
-2841.880341880379,924.5
-2850.427350427388,925.0
-2858.9743589743966,925.5
-2867.5213675214054,926.0
-2876.068376068414,926.5
-2884.615384615423,927.0
-2893.1623931624317,927.5
-2900.641025641064,928.0
-2908.1196581196964,928.5
-2915.5982905983287,929.0
-2923.076923076961,929.5
-2930.5555555555934,930.0
-2938.0341880342257,930.5
-2945.512820512858,931.0
-2952.9914529914904,931.5
-2960.4700854701227,932.0
-2967.948717948755,932.5
-2975.4273504273874,933.0
-2982.9059829060197,933.5
-2990.384615384652,934.0
-2997.8632478632844,934.5
-3005.3418803419167,935.0
-3012.820512820549,935.5
-3020.2991452991814,936.0
-3027.7777777778138,936.5
-3035.256410256446,937.0
-3042.7350427350784,937.5
-3050.2136752137108,938.0
-3056.623931623967,938.5
-3063.0341880342235,939.0
-3069.44444444448,939.5
-3075.854700854736,940.0
-3082.2649572649925,940.5
-3088.675213675249,941.0
-3095.085470085505,941.5
-3101.4957264957616,942.0
-3107.905982906018,942.5
-3114.3162393162743,943.0
-3120.7264957265306,943.5
-3127.136752136787,944.0
-3133.5470085470433,944.5
-3139.9572649572997,945.0
-3146.367521367556,945.5
-3152.7777777778124,946.0
-3159.1880341880687,946.5
-3165.598290598325,947.0
-3172.0085470085814,947.5
-3178.418803418838,948.0
-3184.829059829094,948.5
-3191.2393162393505,949.0
-3197.649572649607,949.5
-3204.059829059863,950.0
-3210.4700854701196,950.5
-3215.811965812,951.0
-3221.1538461538803,951.5
-3226.4957264957607,952.0
-3231.837606837641,952.5
-3237.1794871795214,953.0
-3242.5213675214018,953.5
-3247.863247863282,954.0
-3253.2051282051625,954.5
-3258.547008547043,955.0
-3263.8888888889232,955.5
-3269.2307692308036,956.0
-3274.572649572684,956.5
-3279.9145299145644,957.0
-3285.2564102564447,957.5
-3290.598290598325,958.0
-3295.9401709402055,958.5
-3301.282051282086,959.0
-3306.623931623966,959.5
-3311.9658119658466,960.0
-3317.307692307727,960.5
-3322.6495726496073,961.0
-3327.9914529914877,961.5
-3333.333333333368,962.0
-3338.6752136752484,962.5
-3344.017094017129,963.0
-3349.358974359009,963.5
-3354.7008547008895,964.0
-3360.04273504277,964.5
-3365.3846153846503,965.0
-3370.7264957265306,965.5
-3376.068376068411,966.0
-3381.4102564102914,966.5
-3386.7521367521717,967.0
-3392.094017094052,967.5
-3398.5042735043085,968.0
-3408.119658119693,968.5
-3428.4188034188387,969.0
-3438.0341880342235,969.5
-3447.649572649608,970.0
-3456.196581196617,970.5
-3464.7435897436258,971.0
-3472.222222222258,971.5
-3479.7008547008904,972.0
-3487.1794871795228,972.5
-3494.658119658155,973.0
-3502.1367521367874,973.5
-3508.547008547044,974.0
-3514.9572649573,974.5
-3522.4358974359325,975.0
-3529.914529914565,975.5
-3537.393162393197,976.0
-3544.8717948718295,976.5
-3551.282051282086,977.0
-3557.692307692342,977.5
-3564.1025641025985,978.0
-3569.444444444479,978.5
-3574.7863247863593,979.0
-3575.8547008547353,979.5
-3575.8547008547353,980.0
-3575.8547008547353,980.5
-3558.760683760718,981.0
-3558.760683760718,981.5
-3564.1025641025985,982.0
-3572.6495726496073,982.5
-3573.7179487179833,983.0
-3577.9914529914877,983.5
-3582.264957264992,984.0
-3586.5384615384964,984.5
-3590.811965812001,985.0
-3595.085470085505,985.5
-3599.3589743590096,986.0
-3603.632478632514,986.5
-3607.9059829060184,987.0
-3612.1794871795228,987.5
-3616.452991453027,988.0
-3620.7264957265315,988.5
-3625.000000000036,989.0
-3629.2735042735403,989.5
-3633.5470085470447,990.0
-3637.820512820549,990.5
-3642.0940170940535,991.0
-3646.367521367558,991.5
-3650.6410256410622,992.0
-3654.9145299145666,992.5
-3659.188034188071,993.0
-3663.4615384615754,993.5
-3667.73504273508,994.0
-3672.008547008584,994.5
-3676.2820512820886,995.0
-3680.555555555593,995.5
-3684.8290598290973,996.0
-3689.1025641026017,996.5
-3693.376068376106,997.0
-3697.6495726496105,997.5
-3701.923076923115,998.0
-3706.1965811966193,998.5
-3710.4700854701236,999.0
-3714.743589743628,999.5
-3719.0170940171324,1000.0
-3723.290598290637,1000.5
-3727.564102564141,1001.0
-3731.8376068376456,1001.5
-3736.11111111115,1002.0
-3740.3846153846544,1002.5
-3744.6581196581587,1003.0
-3748.931623931663,1003.5
-3753.2051282051675,1004.0
-3757.478632478672,1004.5
-3761.7521367521763,1005.0
-3766.0256410256807,1005.5
-3770.299145299185,1006.0
-3774.5726495726894,1006.5
-3778.846153846194,1007.0
-3783.119658119698,1007.5
-3787.3931623932026,1008.0
-3791.666666666707,1008.5
-3795.9401709402114,1009.0
-3800.2136752137158,1009.5
-3804.48717948722,1010.0
-3808.7606837607245,1010.5
-3813.034188034229,1011.0
-3817.3076923077333,1011.5
-3821.5811965812377,1012.0
-3825.854700854742,1012.5
-3830.1282051282465,1013.0
-3834.401709401751,1013.5
-3838.6752136752552,1014.0
-3842.9487179487596,1014.5
-3844.0170940171356,1015.0
-3845.0854700855116,1015.5
-3846.1538461538876,1016.0
-3847.2222222222636,1016.5
-3848.2905982906395,1017.0
-3849.3589743590155,1017.5
-3850.4273504273915,1018.0
-3851.4957264957675,1018.5
-3852.5641025641435,1019.0
-3853.6324786325195,1019.5
-3854.7008547008954,1020.0
-3855.7692307692714,1020.5
-3856.8376068376474,1021.0
-3857.9059829060234,1021.5
-3858.9743589743994,1022.0
-3860.0427350427753,1022.5
-3861.1111111111513,1023.0
-3862.1794871795273,1023.5
-3863.2478632479033,1024.0
-3864.3162393162793,1024.5
-3865.3846153846553,1025.0
-3866.4529914530312,1025.5
-3867.5213675214072,1026.0
-3868.589743589783,1026.5
-3869.658119658159,1027.0
-3870.726495726535,1027.5
-3871.794871794911,1028.0
-3872.863247863287,1028.5
-3873.931623931663,1029.0
-3875.000000000039,1029.5
-3876.068376068415,1030.0
-3877.136752136791,1030.5
-3881.4102564102955,1031.0
-3889.9572649573042,1031.5
-3904.9145299145694,1032.0
-3911.3247863248257,1032.5
-3916.666666666706,1033.0
-3922.0085470085864,1033.5
-3927.350427350467,1034.0
-3932.692307692347,1034.5
-3938.0341880342276,1035.0
-3943.376068376108,1035.5
-3948.7179487179883,1036.0
-3954.0598290598687,1036.5
-3959.401709401749,1037.0
-3964.7435897436294,1037.5
-3970.0854700855098,1038.0
-3975.42735042739,1038.5
-3980.7692307692705,1039.0
-3986.111111111151,1039.5
-3991.4529914530312,1040.0
-3996.7948717949116,1040.5
-4002.136752136792,1041.0
-4007.4786324786724,1041.5
-4012.8205128205527,1042.0
-4018.162393162433,1042.5
-4023.5042735043135,1043.0
-4027.777777777818,1043.5
-4032.0512820513222,1044.0
-4033.119658119698,1044.5
-4033.119658119698,1045.0
-4033.119658119698,1045.5
-4033.119658119698,1046.0
-4032.0512820513222,1046.5
-4030.9829059829462,1047.0
-4029.9145299145703,1047.5
-4027.7777777778183,1048.0
-4025.6410256410663,1048.5
-4023.5042735043144,1049.0
-4020.299145299186,1049.5
-4017.0940170940576,1050.0
-4012.820512820553,1050.5
-4008.547008547049,1051.0
-4006.410256410297,1051.5
-4003.2051282051684,1052.0
-4000.00000000004,1052.5
-3996.7948717949116,1053.0
-3992.5213675214072,1053.5
-3988.247863247903,1054.0
-3983.9743589743985,1054.5
-3980.76923076927,1055.0
-3977.5641025641416,1055.5
-3974.3589743590132,1056.0
-3971.153846153885,1056.5
-3969.017094017133,1057.0
-3966.880341880381,1057.5
-3964.743589743629,1058.0
-3962.606837606877,1058.5
-3961.538461538501,1059.0
-3960.470085470125,1059.5
-3959.401709401749,1060.0
-3959.401709401749,1060.5
-3959.401709401749,1061.0
-4041.666666666706,1061.5
-4056.623931623971,1062.0
-4068.376068376108,1062.5
-4079.0598290598687,1063.0
-4090.8119658120054,1063.5
-4102.564102564143,1064.0
-4113.247863247903,1064.5
-4123.931623931664,1065.0
-4134.615384615425,1065.5
-4143.162393162434,1066.0
-4143.162393162434,1066.5
-4136.752136752177,1067.0
-4145.2991452991855,1067.5
-4153.846153846194,1068.0
-4163.461538461579,1068.5
-4173.076923076964,1069.0
-4182.692307692349,1069.5
-4192.307692307733,1070.0
-4201.923076923118,1070.5
-4211.538461538503,1071.0
-4221.153846153888,1071.5
-4230.769230769272,1072.0
-4240.384615384657,1072.5
-4250.000000000042,1073.0
-4259.615384615427,1073.5
-4269.230769230811,1074.0
-4278.846153846196,1074.5
-4288.461538461581,1075.0
-4298.076923076966,1075.5
-4307.69230769235,1076.0
-4317.307692307735,1076.5
-4326.92307692312,1077.0
-4336.538461538505,1077.5
-4346.153846153889,1078.0
-4355.769230769274,1078.5
-4365.384615384659,1079.0
-4375.000000000044,1079.5
-4384.615384615428,1080.0
-4394.230769230813,1080.5
-4403.846153846198,1081.0
-4413.461538461583,1081.5
-4423.076923076967,1082.0
-4431.623931623976,1082.5
-4440.170940170985,1083.0
-4448.717948717994,1083.5
-4457.2649572650025,1084.0
-4465.811965812011,1084.5
-4474.35897435902,1085.0
-4482.905982906029,1085.5
-4491.452991453038,1086.0
-4500.000000000046,1086.5
-4508.547008547055,1087.0
-4517.094017094064,1087.5
-4525.641025641073,1088.0
-4534.1880341880815,1088.5
-4542.73504273509,1089.0
-4551.282051282099,1089.5
-4559.829059829108,1090.0
-4568.376068376117,1090.5
-4576.923076923125,1091.0
-4585.470085470134,1091.5
-4594.017094017143,1092.0
-4602.564102564152,1092.5
-4611.11111111116,1093.0
-4619.658119658169,1093.5
-4628.205128205178,1094.0
-4636.752136752187,1094.5
-4645.2991452991955,1095.0
-4653.846153846204,1095.5
-4663.461538461589,1096.0
-4669.871794871846,1096.5
-4680.555555555607,1097.0
-4692.307692307743,1097.5
-4701.923076923128,1098.0
-4710.470085470137,1098.5
-4719.017094017146,1099.0
-4728.63247863253,1099.5
-4738.247863247915,1100.0
-4747.8632478633,1100.5
-4757.478632478685,1101.0
-4767.094017094069,1101.5
-4776.709401709454,1102.0
-4786.324786324839,1102.5
-4795.940170940224,1103.0
-4805.555555555608,1103.5
-4815.170940170993,1104.0
-4824.786324786378,1104.5
-4833.333333333387,1105.0
-4841.8803418803955,1105.5
-4850.427350427404,1106.0
-4857.905982906037,1106.5
-4865.38461538467,1107.0
-4872.863247863303,1107.5
-4879.273504273559,1108.0
-4885.683760683816,1108.5
-4892.094017094073,1109.0
-4897.435897435953,1109.5
-4902.777777777833,1110.0
-4903.846153846209,1110.5
-4904.914529914585,1111.0
-4905.982905982961,1111.5
-4905.982905982961,1112.0
-4905.982905982961,1112.5
-4905.982905982961,1113.0
-4905.982905982961,1113.5
-4904.914529914585,1114.0
-4903.846153846209,1114.5
-4902.777777777833,1115.0
-4901.709401709457,1115.5
-4899.572649572705,1116.0
-4898.504273504329,1116.5
-4895.299145299201,1117.0
-4877.136752136807,1117.5
-4858.974358974414,1118.0
-4857.905982906038,1118.5
-4858.974358974414,1119.0
-4855.769230769286,1119.5
-4850.427350427406,1120.0
-4837.606837606893,1120.5
-4818.376068376124,1121.0
-4794.87179487185,1121.5
-4769.230769230825,1122.0
-4742.521367521424,1122.5
-4714.743589743646,1123.0
-4686.965811965869,1123.5
-4659.1880341880915,1124.0
-4632.47863247869,1124.5
-4607.905982906041,1125.0
-4583.333333333391,1125.5
-4568.376068376127,1126.0
-4557.692307692366,1126.5
-4518.162393162452,1127.0
-4447.649572649631,1127.5
-4338.675213675272,1128.0
-4261.752136752195,1128.5
-4221.153846153904,1129.0
-4152.777777777836,1129.5
-4067.30769230775,1130.0
-3973.290598290656,1130.5
-3878.2051282051857,1131.0
-3779.9145299145875,1131.5
-3674.1452991453566,1132.0
-3566.2393162393737,1132.5
-3459.4017094017668,1133.0
-3459.4017094017668,1133.5
-3355.7692307692882,1134.0
-3322.64957264963,1134.5
-3256.4102564103137,1135.0
-3161.3247863248434,1135.5
-3061.9658119658693,1136.0
-2949.786324786382,1136.5
-2838.6752136752707,1137.0
-2838.6752136752707,1137.5
-2723.2905982906555,1138.0
-2691.2393162393732,1138.5
-2632.4786324786896,1139.0
-2542.7350427351,1139.5
-2443.3760683761257,1140.0
-2335.4700854701427,1140.5
-2217.948717948775,1141.0
-2099.3589743590314,1141.5
-1981.837606837664,1142.0
-1865.3846153846725,1142.5
-1750.000000000057,1143.0
-1636.7521367521938,1143.5
-1524.5726495727067,1144.0
-1419.871794871852,1144.5
-1419.871794871852,1145.0
-1316.2393162393735,1145.5
-1271.3675213675785,1146.0
-1177.3504273504846,1146.5
-1059.829059829117,1147.0
-936.9658119658693,1147.5
-816.2393162393736,1148.0
-696.581196581254,1148.5
-579.0598290598864,1149.0
-463.67521367527104,1149.5
-350.4273504274078,1150.0
-239.31623931629673,1150.5
-133.54700854706596,1151.0
-34.188034188091606,1151.5
25.641025640968216,1152.0
108.97435897430154,1152.5
185.89743589737844,1153.0
291.6666666666092,1153.5
401.70940170934426,1154.0
507.47863247857504,1154.5
603.6324786324212,1155.0
695.5128205127631,1155.5
792.7350427349853,1156.0
891.0256410255836,1156.5
977.5641025640451,1157.0
977.5641025640451,1157.5
1073.7179487178912,1158.0
1144.2307692307118,1158.5
1185.8974358973785,1159.0
1229.7008547007972,1159.5
1229.7008547007972,1160.0
1229.7008547007972,1160.5
1229.7008547007972,1161.0
1229.7008547007972,1161.5
1229.7008547007972,1162.0
1229.7008547007972,1162.5
1229.7008547007972,1163.0
1229.7008547007972,1163.5
1229.7008547007972,1164.0
1229.7008547007972,1164.5
1229.7008547007972,1165.0
1229.7008547007972,1165.5
1229.7008547007972,1166.0
1229.7008547007972,1166.5
1229.7008547007972,1167.0
1229.7008547007972,1167.5
1229.7008547007972,1168.0
1229.7008547007972,1168.5
1229.7008547007972,1169.0
1229.7008547007972,1169.5
1229.7008547007972,1170.0
1229.7008547007972,1170.5
1229.7008547007972,1171.0
1229.7008547007972,1171.5
1229.7008547007972,1172.0
1229.7008547007972,1172.5
1229.7008547007972,1173.0
1229.7008547007972,1173.5
1229.7008547007972,1174.0
1229.7008547007972,1174.5
1229.7008547007972,1175.0
1229.7008547007972,1175.5
1229.7008547007972,1176.0
1229.7008547007972,1176.5
1229.7008547007972,1177.0
1229.7008547007972,1177.5
1229.7008547007972,1178.0
1229.7008547007972,1178.5
1229.7008547007972,1179.0
1229.7008547007972,1179.5
1229.7008547007972,1180.0
