Batterie Ladung [C],Zeit [s]
-5020.924549436396,1031.5
-5036.280378548159,1032.0
-5042.919779867767,1032.5
-5048.398903596958,1033.0
-5053.871998504432,1033.5
-5059.3463007745695,1034.0
-5064.8218128307635,1034.5
-5070.298493477712,1035.0
-5075.776303138073,1035.5
-5081.255204050856,1036.0
-5086.735160189649,1036.5
-5092.216137182845,1037.0
-5097.698102237511,1037.5
-5103.181024066719,1038.0
-5108.664872820211,1038.5
-5114.149620018229,1039.0
-5119.635238488389,1039.5
-5125.121702305441,1040.0
-5130.6089867338005,1040.5
-5136.09706817272,1041.0
-5141.585924103986,1041.5
-5147.07553304202,1042.0
-5152.565874486279,1042.5
-5158.056928875855,1043.0
-5162.450327812099,1043.5
-5166.83825914724,1044.0
-5167.935267120764,1044.5
-5167.935267120764,1045.0
-5167.935267120764,1045.5
-5167.935267120764,1046.0
-5166.845116080089,1046.5
-5165.756745548902,1047.0
-5164.668763694247,1047.5
-5162.49354490131,1048.0
-5160.321959048096,1048.5
-5158.1512317622555,1049.0
-5154.896380595213,1049.5
-5151.647068882356,1050.0
-5147.316511618816,1050.5
-5142.99352348913,1051.0
-5140.833057467894,1051.5
-5137.58521049062,1052.0
-5134.342596576417,1052.5
-5131.1010842941905,1053.0
-5126.780493061264,1053.5
-5122.467012436632,1054.0
-5118.155176948188,1054.5
-5114.92250109268,1055.0
-5111.6866809825015,1055.5
-5108.45170382454,1056.0
-5105.21752053011,1056.5
-5103.061905952442,1057.0
-5100.903908948269,1057.5
-5098.7462014517205,1058.0
-5096.588765817632,1058.5
-5095.510178709127,1059.0
-5094.430277375477,1059.5
-5093.35040547429,1060.0
-5093.35040547429,1060.5
-5093.35040547429,1061.0
-5176.613071576568,1061.5
-5193.49793155728,1062.0
-5205.730479749863,1062.5
-5216.798578871283,1063.0
-5228.964511068361,1063.5
-5241.154701355943,1064.0
-5252.244507051307,1064.5
-5263.326113800999,1065.0
-5274.413540752385,1065.5
-5283.288117377154,1066.0
-5283.288117377154,1066.5
-5276.719029957835,1067.0
-5285.40283322145,1067.5
-5294.24519390236,1068.0
-5304.198161270373,1068.5
-5314.168435938908,1069.0
-5324.143070905249,1069.5
-5334.121772398512,1070.0
-5344.104401435948,1070.5
-5354.090826901832,1071.0
-5364.080923556484,1071.5
-5374.074571758477,1072.0
-5384.071657217759,1072.5
-5394.072070759505,1073.0
-5404.075708098057,1073.5
-5414.082469620555,1074.0
-5424.092260179872,1074.5
-5434.104988896487,1075.0
-5444.120568968927,1075.5
-5454.138917492435,1076.0
-5464.159955285538,1076.5
-5474.183606724165,1077.0
-5484.209799583033,1077.5
-5494.238464883972,1078.0
-5504.269536750918,1078.5
-5514.302952271282,1079.0
-5524.338651363436,1079.5
-5534.376576650039,1080.0
-5544.416673336978,1080.5
-5554.458889097666,1081.0
-5564.503173962466,1081.5
-5574.549480213042,1082.0
-5583.481286496026,1082.5
-5592.402129255055,1083.0
-5601.323681840578,1083.5
-5610.246066214804,1084.0
-5619.169282320756,1084.5
-5628.093328851535,1085.0
-5637.018204526197,1085.5
-5645.943908102717,1086.0
-5654.870438377581,1086.5
-5663.797794185203,1087.0
-5672.725974397314,1087.5
-5681.654977922328,1088.0
-5690.584803704693,1088.5
-5699.515450724219,1089.0
-5708.4469179954,1089.5
-5717.379204566722,1090.0
-5726.312309519959,1090.5
-5735.2462319694705,1091.0
-5744.180971061491,1091.5
-5753.116525973414,1092.0
-5762.052895913084,1092.5
-5770.990080118081,1093.0
-5779.928077855012,1093.5
-5788.866888418805,1094.0
-5797.806511132007,1094.5
-5806.74694534409,1095.0
-5815.688190430764,1095.5
-5825.748002713608,1096.0
-5832.464719452411,1096.5
-5843.613708940413,1097.0
-5855.9458626951555,1097.5
-5866.0538790775345,1098.0
-5875.01654444486,1098.5
-5883.96764165081,1099.0
-5894.038202533725,1099.5
-5904.1238858312145,1100.0
-5914.2114289553765,1100.5
-5924.300641924093,1101.0
-5934.391493047004,1101.5
-5944.483953882265,1102.0
-5954.577997313901,1102.5
-5964.673597470029,1103.0
-5974.770729665873,1103.5
-5984.869370349624,1104.0
-5994.969497050779,1104.5
-6003.948689299723,1105.0
-6012.916295870198,1105.5
-6021.884184142364,1106.0
-6029.73145917296,1106.5
-6037.567906259203,1107.0
-6045.403916882681,1107.5
-6052.120243424224,1108.0
-6058.8268748355395,1108.5
-6065.532774378984,1109.0
-6071.120521789286,1109.5
-6076.6998557744955,1110.0
-6077.815522211075,1110.5
-6078.924703063642,1111.0
-6080.033288377554,1111.5
-6080.033288377554,1112.0
-6080.033288377554,1112.5
-6080.033288377554,1113.0
-6080.033288377554,1113.5
-6078.929085931874,1114.0
-6077.826946271454,1114.5
-6076.725407299537,1115.0
-6075.624442958634,1115.5
-6073.42361044872,1116.0
-6072.325239792214,1116.5
-6069.027357952758,1117.0
-6050.398992192344,1117.5
-6032.1333129365175,1118.0
-6031.060297961273,1118.5
-6032.154579544856,1119.0
-6028.863561745702,1119.5
-6023.4088103321465,1120.0
-6010.357883602675,1120.5
-5990.975699079337,1121.0
-5967.496521520688,1121.5
-5942.050730610338,1122.0
-5915.656127707114,1122.5
-5888.28922085027,1123.0
-5861.005949461912,1123.5
-5833.771255025475,1124.0
-5807.6295299977155,1124.5
-5783.5889618940355,1125.0
-5759.525468430357,1125.5
-5744.898171475869,1126.0
-5734.34441379254,1126.5
-5695.122349674485,1127.0
-5627.5272252274635,1127.5
-5526.6562862614455,1128.0
-5458.299390436344,1128.5
-5421.121876707963,1129.0
-5356.510137552697,1129.5
-5278.301583645737,1130.0
-5193.799294795038,1130.5
-5109.221776489166,1131.0
-5022.131621723757,1131.5
-4928.995210088802,1132.0
-4834.895918912248,1132.5
-4742.149926983675,1133.0
-4742.149926983675,1133.5
-4643.601213624394,1134.0
-4615.085967296748,1134.5
-4554.0876212198855,1135.0
-4469.331019939876,1135.5
-4382.941979885307,1136.0
-4285.802362859923,1136.5
-4190.798142366825,1137.0
-4190.798142366825,1137.5
-4082.9544511079603,1138.0
-4055.86921836492,1138.5
-4002.4643545438425,1139.0
-3922.8166316490106,1139.5
-3836.79127751129,1140.0
-3744.074179351014,1140.5
-3643.9042008242645,1141.0
-3543.7137122618637,1141.5
-3444.6673758672646,1142.0
-3346.6442700529565,1142.5
-3249.632699845554,1143.0
-3154.5113853852167,1143.5
-3060.293380347407,1144.0
-2972.419389567757,1144.5
-2972.419389567757,1145.0
-2878.1497979663422,1145.5
-2840.438425719773,1146.0
-2757.600952380058,1146.5
-2657.858895227382,1147.0
-2555.1323048541076,1147.5
-2454.592202115396,1148.0
-2354.916649796061,1148.5
-2257.0837873825353,1149.0
-2161.0039458431816,1149.5
-2066.67103822488,1150.0
-1974.074368865357,1150.5
-1885.8831063425484,1151.0
-1802.8135338045586,1151.5
-1752.6184792724655,1152.0
-1680.8627077287663,1152.5
-1615.681341117655,1153.0
-1525.5722534768338,1153.5
-1433.597402875251,1154.0
-1345.3778872823834,1154.5
-1264.9986755843672,1155.0
-1187.7606215316187,1155.5
-1105.8374355239134,1156.0
-1023.299124372331,1156.5
-950.6667640423823,1157.0
-950.6667640423823,1157.5
-864.576045981007,1158.0
-805.2851946623531,1158.5
-769.5445077917418,1159.0
-731.2480572926916,1159.5
-731.2480572926916,1160.0
-731.2480572926916,1160.5
-731.2480572926916,1161.0
-731.2480572926916,1161.5
-731.2480572926916,1162.0
-731.2480572926916,1162.5
-731.2480572926916,1163.0
-731.2480572926916,1163.5
-731.2480572926916,1164.0
-731.2480572926916,1164.5
-731.2480572926916,1165.0
-731.2480572926916,1165.5
-731.2480572926916,1166.0
-731.2480572926916,1166.5
-731.2480572926916,1167.0
-731.2480572926916,1167.5
-731.2480572926916,1168.0
-731.2480572926916,1168.5
-731.2480572926916,1169.0
-731.2480572926916,1169.5
-731.2480572926916,1170.0
-731.2480572926916,1170.5
-731.2480572926916,1171.0
-731.2480572926916,1171.5
-731.2480572926916,1172.0
-731.2480572926916,1172.5
-731.2480572926916,1173.0
-731.2480572926916,1173.5
-731.2480572926916,1174.0
-731.2480572926916,1174.5
-731.2480572926916,1175.0
-731.2480572926916,1175.5
-731.2480572926916,1176.0
-731.2480572926916,1176.5
-731.2480572926916,1177.0
-731.2480572926916,1177.5
-731.2480572926916,1178.0
-731.2480572926916,1178.5
-731.2480572926916,1179.0
-731.2480572926916,1179.5
-731.2480572926916,1180.0
