"Time","R2"
"678","0.0010582505463347"
"678.5","0.0010538517055301"
"679","0.0010492614476641"
"679.5","0.0010448739580765"
"680","0.0010418881627183"
"680.5","0.0010421668111438"
"681","0.0010424686035958"
"681.5","0.0010427903926353"
"682","0.0010431298567021"
"682.5","0.0010434849351305"
"683","0.0010438537961858"
"683.5","0.0010442348108494"
"684","0.0010446265296487"
"684.5","0.0010450276621732"
"685","0.0010454370589652"
"685.5","0.001045853695511"
"686","0.0010462766580888"
"686.5","0.0010467051312558"
"687","0.0010471383867854"
"687.5","0.001047575773884"
"688","0.0010480167105379"
"688.5","0.001048460675859"
"689","0.001048907203312"
"689.5","0.0010493558747204"
"690","0.0010498063149592"
"690.5","0.001050258187256"
"691","0.0010507111890275"
"691.5","0.0010511650481903"
"692","0.0010516195198895"
"692.5","0.0010520743835981"
"693","0.0010525294405423"
"693.5","0.0010529845114161"
"694","0.0010534394343511"
"694.5","0.0010538940631127"
"695","0.0010543482654951"
"695.5","0.0010548019218939"
"696","0.0010552549240352"
"696.5","0.0010557071738426"
"697","0.0010561585824278"
"697.5","0.001056609069189"
"698","0.0010570585610068"
"698.5","0.001057506991525"
"699","0.0010579543005072"
