Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irrev [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C]
371.0,-1.3,1300,27.378418972918002,-3159.3516394422854,34.32861289959184,0.013156537201358265,0.018540835489454323,8.229734358881176,0.01141170579501772,8.766278553655757,0,0,47.48265417685094,293.15,293.15,3.609402781271935,0.0021952756666666668,0.0015967625799995955,0.001304327161572169,8915.71128492436,7157.834283827035
371.5,0.3,-300,-6.242423850873789,-3145.6624299558266,34.39651572442546,0.014228128583360986,0.06010317696305188,8.902448467996019,0.012711205010715116,9.760165669556793,0,0,48.05825544159537,293.15,293.15,3.6097463695655927,0.0021952756666666668,0.001598658793544204,0.0013017731213045645,8934.695134562116,7161.274202568009
372.0,-1.4,1400,29.74154846803769,-3148.7836418812635,34.38103352241437,0.013380186231204988,-0.013703841180842858,8.361120122967579,0.011593782195936141,8.921169582790316,0,0,47.0721960393063,293.15,293.15,3.609668029623417,0.0021952756666666668,0.0015982264468601638,0.0013023554559491745,8930.366716771547,7160.489882961572
372.5,-1.9,1900,39.46953294684007,-3133.9128676472446,34.45479728349581,0.014574491577423423,0.0652908976408704,9.091896471461762,0.013046861482654033,10.067807448766514,0,0,48.13839582442067,293.15,293.15,3.6100412742544887,0.0021952756666666663,0.0016002863293938672,0.0012995809673096584,8950.989130529979,7164.226713421433
373.0,-4.2,4200,86.64955702511656,-3114.1781011738244,34.5526879902092,0.016266206282718555,0.0866465052528963,10.109379308141646,0.015097423869576646,11.723279474569804,0,0,48.47110757626346,293.15,293.15,3.610536601230459,0.0021952756666666668,0.0016030199665351215,0.0012958989878429296,8978.356805759016,7169.185801315284
373.5,-7.1,7100,142.1291427889915,-3070.8533226612662,34.76759264552943,0.020500354559786688,0.19021966406468407,12.6634116843773,0.020315078353184517,15.938932842559137,0,0,49.954568504932446,293.15,293.15,3.611624018786379,0.0021952756666666663,0.001609021264996801,0.0012878157432249272,9038.438513302839,7180.072749732676
374.0,-7.6,7600,146.81133345220357,-2999.7887512667703,35.120095479827526,0.027585058842192596,0.3120126486888651,16.93339353824518,0.02908080710526387,23.06423662504476,0,0,51.767120570935234,293.15,293.15,3.613407683127927,0.0021952756666666663,0.0016188650476457091,0.0012745569953680005,9136.98906432328,7197.930344154116
374.5,-7.1,7100,136.2044093856568,-2926.3830845406687,35.48421089017525,0.03461400925206372,0.32229134791850844,21.12585645602682,0.03765485403455561,30.168401838709087,0,0,52.127534138022384,293.15,293.15,3.615250107104287,0.0021952756666666663,0.0016290331161258333,0.0012608614617526902,9238.786187164162,7216.376225117125
375.0,0.0,0,-0.0,-2858.2808798478404,35.8220194451992,0.04077900090851188,0.29900622561703727,24.88851589944168,0.04498437381773886,36.04068321579051,0,0,52.02247724356795,293.15,293.15,3.616959418392708,0.0021952756666666663,0.0016384665551482992,0.0012481554122711484,9333.228602934578,7233.489415652805
375.5,-6.0,6000,124.77728047707214,-2858.2808798478404,35.8220194451992,0.03944567259532687,-0.0,23.948435219150795,0.042493136107637226,34.36523107248667,0,0,48.08567695224374,293.15,293.15,3.616959418392708,0.0021952756666666663,0.0016384665551482992,0.0012481554122711484,9333.228602934578,7233.489415652805
376.0,-2.3,2300,44.38642483986177,-2795.8922396093044,36.13148690669988,0.04479766553746946,0.2739205275841582,27.14709380908308,0.04872916647641613,39.54086887932832,0,0,51.81764488349729,293.15,293.15,3.6185253237479014,0.0021952756666666668,0.00164710855779769,0.001236515361063813,9419.747591964882,7249.166862403312
376.5,-3.6,3600,72.65851329918146,-2773.6990271893737,36.24157228576699,0.0457097488238898,0.09744043838127742,27.615595673331836,0.04906312423866595,40.03203246396534,0,0,49.54684367372758,293.15,293.15,3.619082355765981,0.0021952756666666663,0.001650182736042291,0.0012323747013533986,9450.524577880358,7254.743725508613
377.0,-5.3,5300,105.10543865189881,-2737.369770539783,36.42177693184631,0.04808020286389199,0.15950546622186942,28.920517320234882,0.0513089290437388,42.202072065254114,0,0,50.425554262260356,293.15,293.15,3.6199941912751425,0.0021952756666666663,0.0016552150228659143,0.0012255966339663094,9500.905072558999,7263.872791063368
377.5,-2.9,2900,56.33627484783141,-2684.8170512138336,36.68245510310599,0.052059033098858974,0.2307354119068396,31.240486134265357,0.05563094959929499,45.95562350768719,0,0,51.476602026547226,293.15,293.15,3.6213132228217164,0.0021952756666666668,0.0016624945650696092,0.0012157917024643574,9573.783855130481,7277.078599936216
378.0,-4.0,4000,79.80810537058875,-2656.648913789918,36.822178006994456,0.053364358641594646,0.12367365332408965,31.917936186567456,0.05634349955575858,46.832274293318285,0,0,50.12022251907885,293.15,293.15,3.6220202207153918,0.0021952756666666663,0.0016663963830498563,0.0012105362815932497,9612.8467159889,7284.156883303765
378.5,-9.0,9000,176.94007615740978,-2616.7448611046234,37.02011477626675,0.055841047437392835,0.1752007917228228,33.156250151215765,0.05860391894983985,49.3887192972168,0,0,50.86467800541355,293.15,293.15,3.62302178076791,0.0021952756666666668,0.001671923846506493,0.0012030912529011493,9668.184647435133,7294.184248200826
379.0,5.2,-5200,-96.52092591921553,-2528.2748230259185,37.4589542508635,0.0631837956787796,0.38843224364650847,37.665594984684816,0.0673207116864385,56.30755986546522,0,0,53.87432777377425,293.15,293.15,3.6252423085093692,0.0021952756666666663,0.001684178614370397,0.0011865851106032295,9790.872659624158,7316.415608039592
379.5,-4.5,4500,98.19175826798646,-2576.535285985526,37.21956703380195,0.05628399814891968,-0.21189003999458983,33.416961020839295,0.056859152826080915,47.924604943367704,0,0,45.82869356222883,293.15,293.15,3.6240310091910377,0.0021952756666666668,0.0016774936305790663,0.001195589221896435,9723.946269668622,7304.288386877033
380.0,-2.1,2100,40.78525852549902,-2527.439406851533,37.46309818029994,0.059591524236516424,0.21555797759292616,35.32146857863799,0.060294285119601713,50.98345572346623,0,0,51.4891918286377,293.15,293.15,3.6252632767923174,0.0021952756666666668,0.001684294335257481,0.0011864292442946818,9792.03119365457,7316.625537163523
380.5,-2.3,2300,46.13646393485257,-2507.0467775887837,37.56425209529373,0.05986971246541945,0.08953488559973719,35.41927436658417,0.059597853441025084,50.57863956631853,0,0,49.852108372408786,293.15,293.15,3.6257751156021865,0.0021952756666666663,0.0016871190987952488,0.0011826245252310344,9820.311176368363,7321.749937345146
381.0,-2.9,2900,57.98204732674242,-2483.9785456213576,37.67867784910041,0.06041360515083427,0.1012822566222261,35.65633313364619,0.059294738645267284,50.55345651703912,0,0,50.01548123435209,293.15,293.15,3.6263541099164485,0.0021952756666666668,0.0016903144837406019,0.0011783206102821448,9852.301617270865,7327.546681382442
381.5,-3.9,3900,77.40514245761196,-2454.9875219579862,37.8224825299703,0.06154202069158132,0.12728657759991266,36.20776306447627,0.05980113000281261,51.30102269359957,0,0,50.38424936864743,293.15,293.15,3.6270817616016497,0.0021952756666666663,0.001694330286975766,0.0011729116608531387,9892.505635962701,7334.831745265666
382.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.06361303640975605,0.16992562571206238,37.42622884742926,0.06157823644202931,52.82553197566347,0,0,51.00121083183118,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
382.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.06173159857665094,-0.0,36.319299719719766,0.05798199976070596,49.74046285420294,0,0,48.7209679288868,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
383.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.0599058067010354,-0.0,35.24510945273725,0.05459578725375583,46.83556515985788,0,0,48.65321187191345,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
383.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.05813401498174053,-0.0,34.202689752329114,0.05140733327858362,44.10031668328036,0,0,48.58872867788538,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
384.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.05641462629429578,-0.0,33.191100962894765,0.0484050885196013,41.52480972371206,0,0,48.52734744308182,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
384.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.054746090751252655,-0.0,32.20943122036343,0.04557817815394359,39.09971520100727,0,0,48.468906646268714,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
385.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.053126904305088686,-0.0,31.256795630223696,0.042916362460351756,36.816248863553255,0,0,48.41325361845188,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
385.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.0515556073924323,-0.0,30.332335469863892,0.04040999972854178,34.666139469685135,0,0,48.36024404307382,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
386.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.050030783618386525,-0.0,29.435217414504322,0.038050011334706264,32.641598827341205,0,0,48.30974148489137,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
386.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.04855105847976555,-0.0,28.56463278602353,0.03582784885664537,30.73529358343518,0,0,48.2616169458745,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
387.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.04711509812609314,-0.0,27.71979682400149,0.033735463109410245,28.940318660760227,0,0,48.215748446562706,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
387.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.045721608157246185,-0.0,26.899947978322675,0.03176527498929893,27.250172246206905,0,0,48.17202063140625,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
388.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.044369332456659485,-0.0,26.104347222701243,0.029910148020594933,25.658732239696725,0,0,48.13032439670547,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
388.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.04305705205904,-0.0,25.33227738850968,0.028163362505606422,24.160234078523818,0,0,48.090556539841565,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
389.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.04178358405156992,-0.0,24.583042518310254,0.026518591184371575,22.74924985677948,0,0,48.0526194285684,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
389.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.04054778050760807,-0.0,23.855967238506647,0.02496987631586385,21.420668664225207,0,0,48.0164206892063,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
390.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.0393485274519285,-0.0,23.150396150550236,0.023511608097680086,20.16967807339721,0,0,47.981872912646075,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
390.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.038184743856563466,-0.0,22.465693240152206,0.02213850434604251,18.991746707884335,0,0,47.948893377135036,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
391.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.037055380666345616,-0.0,21.801241303968986,0.020845591362510976,17.88260782863772,0,0,47.9174037868763,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
391.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.03595941985327111,-0.0,21.156441393244236,0.019628185918100224,16.838243878858002,0,0,47.88733002552899,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
392.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.03489587349883111,-0.0,20.5307122739058,0.0184818782895445,15.854871931478119,0,0,47.858601923750044,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
392.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.0338637829034845,-0.0,19.923489902631005,0.017402516286262954,14.928929986529061,0,0,47.83115303996788,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
393.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.032862217722469146,-0.0,19.33422691840803,0.016386190210167826,14.057064068754583,0,0,47.80492045362544,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
393.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.03189027512717262,-0.0,18.762392149134968,0.015429218693836348,13.236116078739334,0,0,47.779844570174276,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
394.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.030947078991306495,-0.0,18.207470132811867,0.014528135365748988,12.463112353544513,0,0,47.75586893714288,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
394.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.030031779101150544,-0.0,17.668960652894164,0.013679676294292415,11.735252895414929,0,0,47.73294007064192,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
395.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.029143550389155053,-0.0,17.14637828738862,0.012880768165046507,11.049901229541426,0,0,47.71100729170578,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
395.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.028281592190210283,-0.0,16.63925197128532,0.012128517148530782,10.404574854141137,0,0,47.6900225719048,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
396.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.02744512751991275,-0.0,16.147124571931315,0.011420198418086669,9.796936248263522,0,0,47.669940387695156,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
396.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.026633402374177707,-0.0,15.669552476963158,0.010753246279926984,9.224784404750439,0,0,47.65071758300452,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
397.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.025845685049566487,-0.0,15.206105194426858,0.010125244879601352,8.686046857680639,0,0,47.63231323958034,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
397.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.025081265483716055,-0.0,14.756364964724773,0.009533919451214274,8.178772175420267,0,0,47.61468855465526,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
398.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.024339454615276212,-0.0,14.31992638403973,0.008977128077698463,7.701122892087466,0,0,47.597806725509834,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
398.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.02361958376277746,-0.0,13.896396038896823,0.008452853932297279,7.251368851827212,0,0,47.58163284053713,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
399.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.022921004021869678,-0.0,13.48539215153353,0.00795919797315312,6.827880941787818,0,0,47.56613377643646,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
399.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.022243085680388245,-0.0,13.086544235758478,0.007494372064539873,6.429125191098497,0,0,47.551278101185225,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
400.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.02158521765072031,-0.0,12.699492762988607,0.007056692499822948,6.053657214473111,0,0,47.53703598245822,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
400.5,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.020946806918959598,-0.0,12.323888838163745,0.006644573902685574,5.700116980313581,0,0,47.52337910118255,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
401.0,0.0,0,-0.0,-2416.2849507291803,38.01445956979573,0.02032727801035315,-0.0,11.959393885246405,0.006256523484530172,5.3672238843618025,0,0,47.51028056993464,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
401.5,3.1,-3100,-65.26629774515882,-2416.2849507291803,38.01445956979573,0.01972607247055819,-0.0,11.636626794581773,0.005891135637253802,5.027513110219177,0,0,47.497714855902714,293.15,293.15,3.6280531654231662,0.0021952756666666663,0.0016996913226037071,0.0011656907964580116,9946.177383299831,7344.557193636194
402.0,8.3,-8300,-182.370719220546,-2448.91809960176,37.852588791657936,0.015842448288389658,-0.1432775152933687,9.415792259683387,0.001100351075951223,0.9256043610635132,0,0,45.511691983637895,293.15,293.15,3.6272340992857894,0.0021952756666666668,0.001695171016375898,0.0011717792690145716,9900.92255744474,7336.356911472723
402.5,1.7,-1700,-40.62175354039784,-2540.1034592120327,37.400280460257775,0.006031863623255265,-0.4003540022173635,3.590979219090391,-0.011431114465885354,-9.585185264210152,0,0,41.84949815889584,293.15,293.15,3.6249454191289043,0.0021952756666666663,0.0016825401252982158,0.0011887920176682477,9774.469006002008,7313.443226958198
403.0,4.0,-4000,-87.27698853152013,-2560.4143359822315,37.2995320635802,0.0037636838066949048,-0.0891759470845659,2.2487449584665304,-0.013554481123100415,-11.288597115102299,0,0,45.83109554192968,293.15,293.15,3.624435632241716,0.0021952756666666668,0.001679726686021636,0.0011925814839038808,9746.302395578092,7308.3393701053565
403.5,2.1,-2100,-47.342488406050634,-2604.0528302479916,37.08307127853179,-0.0008578170639656213,-0.19159704918319184,-0.513538980988872,-0.018761038694073355,-15.567522171391838,0,0,44.35761766446582,293.15,293.15,3.623340340669371,0.0021952756666666663,0.0016736819320148449,0.0012007232594887043,9685.785634958804,7297.373589035148
404.0,4.1,-4100,-90.24931268761699,-2627.724074451017,36.96565439260408,-0.0032834437375197124,-0.10392981279725175,-1.9730426921955722,-0.020939965643048487,-17.25500798220181,0,0,45.42970885763384,293.15,293.15,3.622746211226577,0.0021952756666666668,0.0016704030185085593,0.001205139680388584,9652.958951932775,7291.425315934592
404.5,3.2,-3200,-72.61919869191614,-2672.8487307948253,36.741821771851065,-0.007885777470491098,-0.19812212007651686,-4.752979878604184,-0.025953251467207297,-21.267349665308817,0,0,44.06548209896757,293.15,293.15,3.6216136181655667,0.0021952756666666668,0.0016641524030409833,0.0012135587340584041,9590.38121931544,7280.086081832674
405.0,-0.2,200,4.4979575119703625,-2709.158330140783,36.56171463223818,-0.011442696743726595,-0.15941915982119534,-6.8955404230278425,-0.029484548243209202,-24.16937545634975,0,0,44.46462632600293,293.15,293.15,3.6207022760391254,0.0021952756666666668,0.0016591228391244373,0.00122033313391852,9540.02798488852,7270.961955900419
405.5,-0.4,400,8.565391098443255,-2706.909351384798,36.57287028082938,-0.010845750151594885,0.00987425667572908,-6.533475803210814,-0.02751334380466715,-22.568301701399914,0,0,46.69956052242603,293.15,293.15,3.6207587236209973,0.0021952756666666668,0.0016594343650736063,0.0012199135346487844,9543.146811770697,7271.527094755107
406.0,-1.8,1800,38.41627569361756,-2702.6266558355765,36.5941138103394,-0.010055157890328589,0.01880339465389575,-6.047530352616539,-0.025372865931658165,-20.87389845092114,0,0,46.85514062725894,293.15,293.15,3.6208662158803175,0.0021952756666666668,0.0016600275991325852,0.0012191144982327358,9549.08594568717,7272.603279957491
406.5,-1.2,1200,25.106467958322394,-2683.4185179887677,36.68939227188111,-0.007733463506156255,0.08433431523415674,-4.646321418360075,-0.021299300546914486,-17.556461718720723,0,0,47.79644838899846,293.15,293.15,3.6213483248957186,0.0021952756666666668,0.001662688288282522,0.001215530773579024,9575.723305650565,7277.430032986863
407.0,-0.9,900,18.955768938558453,-2670.8652840096065,36.75166029757139,-0.006182729608399044,0.0551156181848515,-3.711701441072247,-0.018369389514320936,-15.163513985287974,0,0,47.478949702181964,293.15,293.15,3.6216634011057116,0.0021952756666666668,0.0016644271478071335,0.001213188675950731,9593.131813173493,7280.584495986899
407.5,-1.1,1100,23.230128710527435,-2661.3873995403274,36.79867361339123,-0.0050029034431596925,0.0416131382937732,-3.000513801722001,-0.016026986559568683,-13.253622390516398,0,0,47.35229897807246,293.15,293.15,3.62190128848376,0.0021952756666666668,0.0016657400134567288,0.0012114203562672468,9606.275503744291,7282.966164003808
408.0,-1.1,1100,23.144085994594313,-2649.7723351850636,36.85628801991536,-0.0036399020658975656,0.05099653629175559,-2.1809508964785893,-0.013523258342919097,-11.20315021344928,0,0,47.528340512428244,293.15,293.15,3.622192817380772,0.0021952756666666668,0.001667348918804678,0.0012092532959922535,9622.382981350747,7285.884877286181
408.5,-1.0,1000,21.018396026124044,-2638.2002921877665,36.9136890268464,-0.002326148954952335,0.050807648811173695,-1.392563691159592,-0.011167090645099303,-9.26626833749768,0,0,47.57736978393055,293.15,293.15,3.622483266475843,0.0021952756666666668,0.0016689518648836297,0.001207094262351722,9638.4307980256,7288.792779865738
409.0,-1.0,1000,21.025089645405792,-2627.6910941747046,36.96581798524452,-0.0011653207754734568,0.04614117334851347,-0.6970189764470173,-0.009090361567479251,-7.5553289984862495,0,0,47.56222289014167,293.15,293.15,3.622747039005337,0.0021952756666666663,0.0016704075868984806,0.0012051335271513336,9653.004688146188,7291.4336034453245
409.5,-1.0,1000,21.00579180262821,-2617.178549352002,37.01796354488094,-4.186995386825233e-05,0.04615586768804463,-0.025022104773530448,-0.007131208584157049,-5.936674770050473,0,0,47.605917900932525,293.15,293.15,3.6230108955370977,0.0021952756666666668,0.0016718637725095518,0.0012031721675258024,9667.583219537777,7294.075268034266
410.0,-1.0,1000,20.987718280172686,-2606.6756534506876,37.07006124280413,0.0010441913779565483,0.046113503603375836,0.6234826242045407,-0.005285003244532719,-4.406906298867026,0,0,47.64691362113005,293.15,293.15,3.6232745098885886,0.0021952756666666663,0.0016733186215631358,0.0012012126081308678,9682.148370049119,7296.714507975854
410.5,-1.0,1000,20.97047750060521,-2596.181794310601,37.12211411552281,0.0020942513767072454,0.046073827239318285,1.2493858813105467,-0.0035454908605410274,-2.9612422885641467,0,0,47.686086307340396,293.15,293.15,3.623537897424546,0.0021952756666666668,0.0016747722188549543,0.0011992547347538212,9696.70098860845,7299.351477097909
411.0,-1.0,1000,20.95402913443131,-2585.6965555602987,37.17412422837153,0.0031096257399821775,0.046035978975459434,1.8535318805128338,-0.0019067778534635927,-1.5951711554789634,0,0,47.723518640947994,293.15,293.15,3.6238010685955597,0.0021952756666666668,0.0016762246220602996,0.0011972984697108903,9711.24165262916,7301.986280029112
411.5,-1.0,1000,20.938330986375536,-2575.2195409930832,37.22609354666129,0.0040915786066292,0.04599987027744145,2.4367310455318787,-0.0003632887105324686,-0.3044173041339553,0,0,47.759298515755376,293.15,293.15,3.624064033346106,0.0021952756666666668,0.0016776758860612684,0.0011953437390805044,9725.770911560681,7304.619016331007
412.0,-1.0,1000,20.923343289339215,-2564.7503754998957,37.278023931052104,0.005041324522708216,0.04596540851500287,2.999761342488567,0.001090250509372455,0.9150706590809334,0,0,47.7935092002967,293.15,293.15,3.624326801091124,0.0021952756666666663,0.0016791260628175354,0.0011933904728773487,9740.289285594776,7307.249780263578
412.5,-1.6,1600,33.45444560837639,-2554.2887038552262,37.329917143575265,0.005960030542711503,0.04593250638839967,3.5415402192781387,0.0024588281259039077,2.069167207703136,0,0,47.82622969544558,293.15,293.15,3.6245893807464915,0.0021952756666666668,0.00168057520153453,0.0011914386048258465,9754.797267349197,7309.878661090337
413.0,0.6,-600,-12.438562735112633,-2537.561481051038,37.4128894789135,0.007489633900447486,0.07344173038589222,4.452733044695528,0.004604365900290066,3.8709127007376685,0,0,48.237084362349115,293.15,293.15,3.6250092207633022,0.0021952756666666668,0.0016828922371877845,0.0011883177525480468,9777.99415705171,7314.0819927192015
413.5,-0.2,200,4.264428893991611,-2543.7807624185943,37.38203986895539,0.006625131031199948,-0.027306074100699542,3.9380777756228165,0.0034891910160179903,2.93436115766785,0,0,46.89959780588463,293.15,293.15,3.6248531217369147,0.0021952756666666668,0.00168203074948986,0.0011894781040690029,9769.369414881363,7312.519168908753
414.0,-1.5,1500,31.660015328740087,-2541.6485479715984,37.392616329505955,0.006641828750239242,0.00936159698321003,3.9428639977928714,0.0035801289169657014,3.018335657252728,0,0,47.3783725126103,293.15,293.15,3.6249066386273006,0.0021952756666666668,0.0016823261013813188,0.001189080289895571,9772.32631597176,7313.054966424545
414.5,-1.2,1200,24.891510879511685,-2525.8185403072284,37.47113819292049,0.008056795151273487,0.06950246125747678,4.777956661790005,0.0055373211490575,4.67756272042157,0,0,48.20920697858182,293.15,293.15,3.625303959256178,0.0021952756666666668,0.0016845188558259152,0.0011861268339599827,9794.278970400945,7317.032839660273
415.0,-2.0,2000,41.62211500098028,-2513.3727848674725,37.532873090935155,0.009081790077525147,0.054643728140360594,5.376622282830735,0.006918025078019845,5.863120667388444,0,0,48.05137845476849,293.15,293.15,3.625616337840132,0.0021952756666666663,0.0016862428275469339,0.0011838047889518076,9811.5384294026,7320.160294713477
415.5,-2.3,2300,47.333568227886346,-2492.5617273669823,37.636102542822506,0.010923457976603903,0.09137201625685364,6.454403891884175,0.009358782164849132,7.9614896665141535,0,0,48.59130815844485,293.15,293.15,3.626138678866682,0.0021952756666666663,0.001689125551282669,0.00117992200237306,9840.398677818177,7325.389840421452
