Zeit [s],Leistung [kW],Leistung [W],Current [A],Charge [C],SOC [%],U_R1 [V],U_R [V],I_R1 [A],U_R2 [V],I_R2 [A],Q_Irreversibel [W],Q_Sum_Cell [W],U_ges [V],Temperatur [K],Output Temperature [K],OCV [V],R [Ohm],R1 [Ohm],R2 [Ohm],C1 [C],C2 [C],Delta OCV [V],Q_Reversibel [W],Q_Cell [W]
492.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.024365047999725324,-0.0,14.417985967795522,0.01530062484112547,14.589151285464283,0.6255373269744375,8.131985250667688,47.69500328200928,293.15,296.1441152713953,3.6291807334675554,0.0019456603039828303,0.0016898460589325087,0.0010483575725038154,10430.09027418711,7783.194474107269,-0.0001035254017914803,0.0,0.6255373269744375
493.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.023673770278654468,-0.0,14.008417959575791,0.014363209978975047,13.689930599077977,0.5745180507340164,7.468734659542213,47.6738302784274,293.15,296.13271373769606,3.629180733467555,0.0019465990235855567,0.001689906485839831,0.0010487673026168462,10428.504729951861,7781.5873603693835,-0.0001035254017914803,0.0,0.5745180507340164
493.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.023002026477824043,-0.0,13.610434181031396,0.013483390559300581,12.846254499608229,0.5282634165345275,6.867424414948857,47.65365995656084,293.15,296.12122734042657,3.629180733467555,0.001947545979487153,0.001689967442931105,0.001049180627690137,10426.90527419697,7779.966145861657,-0.0001035254017914803,0.0,0.5282634165345275
494.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.02234926626338476,-0.0,13.223708601521805,0.01265761884680148,12.054690906234239,0.4862786340491557,6.321622242639024,47.63443904151063,293.15,296.10966887985194,3.629180733467555,0.0019484999837438904,0.0016900288537364614,0.001049597029212817,10425.293913418653,7778.332864376374,-0.0001035254017914803,0.0,0.4862786340491557
494.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.021714954859536357,-0.0,12.847924309774669,0.011882565968553955,11.312018803770888,0.4481238673319391,5.825610275315208,47.61611730584339,293.15,296.09804981996473,3.629180733467555,0.0019494599732280448,0.0016900906498206391,0.001050016043153411,10423.672443292664,7776.689336017396,-0.0001035254017914803,0.0,0.4481238673319391
495.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.02109857259357233,-0.0,12.482773261739657,0.011155108431949558,10.615215503331743,0.41340790609882716,5.374302779284753,47.59864738841,293.15,296.0863804358711,3.629180733467555,0.001950424995796185,0.0016901527698926179,0.0010504372539226043,10422.04247203676,7775.03719088042,-0.0001035254017914803,0.0,0.41340790609882716
495.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.020499614456467544,-0.0,12.127956035118782,0.010472315465138202,9.961444626744198,0.3817825778000954,4.96317351140124,47.58198462405909,293.15,296.07466994426653,3.629180733467555,0.0019513941980479998,0.0016902151590176312,0.0010508602890302473,10420.405441086632,7773.377890010217,-0.0001035254017914803,0.0,0.3817825778000954
496.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.0199175896781796,-0.0,11.783181590438474,0.009831437131434053,9.348044781704452,0.3529378134846949,4.588191575301034,47.56608688360319,293.15,296.06292661897857,3.629180733467555,0.0019523668144896156,0.001690277767919594,0.001051284814355383,10418.76264339962,7771.712743953316,-0.0001035254017914803,0.0,0.3529378134846949
496.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.019352021316913246,-0.0,11.448167038524794,0.009229893171709615,8.772518894644806,0.3265972905949907,4.2457647777348795,47.550914423430314,293.15,296.05115789332103,3.629180733467555,0.0019533421579371844,0.0016903405523633645,0.0010517105299576307,10417.115239663523,7770.04292918734,-0.0001035254017914803,0.0,0.3265972905949907
497.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.018802445861665382,-0.0,11.122637414240556,0.00866526253128861,8.232524168624463,0.3025145848134911,3.932689602575384,47.53642974418663,293.15,296.039370450799,3.6291807334675554,0.0019543196110158342,0.0016904034726075187,0.001052137166366665,10415.464272655296,7768.36950267502,-0.0001035254017914803,0.0,0.3025145848134911
497.5,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.018268412847427917,-0.0,10.806325456341517,0.008135273530243629,7.725862634166776,0.2804697710365014,3.646107023474518,47.52259745798795,293.15,296.02757030552317,3.629180733467555,0.0019552986186261584,0.0016904664929194041,0.00105256448129401,10413.810679965522,7766.693414761784,-0.0001035254017914803,0.0,0.2804697710365014
498.0,0.0,0,-0.0,-2371.3605005812155,38.23729910425985,0.017749484482478234,-0.0,10.498971393308183,0.00763779463830448,7.250472261782253,0.260266420586152,3.3834634676199764,47.50938416364839,293.15,296.01576287353174,3.629180733467555,0.001956278681265397,0.0016905295811452167,0.0010529922567178813,10412.155305279286,7765.015520610074,-0.0001035254017914803,0.0,0.260266420586152
